id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count,term_cleaned
AMST628D,Seminar in American Studies; Black Digitalities,Cross-listed with ENGL739A. Credit only granted for ENGL739A or AMST628D.,202501,American Studies,Grad,1,Marisa Parham,11,0,11,1,2025-01-01
AMST298Q,U.S. Latinx Literature and Culture,"Cross-listed with: ENGL235.
Credit only granted for: ENGL235 or AMST298Q.",202501,American Studies,Undergrad,1,James Rankin,30,1,29,0,2025-01-01
AMST386,Experiential Learning,Restriction: Permission of ARHU-American Studies department; and junior standing or higher.,202501,American Studies,Undergrad,1,Asim Ali,5,2,3,0,2025-01-01
AMST328K,Perspectives on Identity and Culture,"Cross-listed with AASP398G. Credit will be only granted for AMST328K or AASP398G. This course will expose students to a range of interdisciplinary perspectives, theories, and methodologies for exploring the intersectionality of gender, ethnicity, sexuality, and racial identitiesin multiple post-emancipation and modern African/Black diaspora communities. The class readings and discussions will examine the interactions and linkages between and among various African diaspora/descendant and native-born African American/Black peoples, frommultiple vantage points, in different historical periods and movements in the U.S., Africa, the Caribbean, Latin American and Europe.",202501,American Studies,Undergrad,1,Sharon Harley,25,19,6,0,2025-01-01
AMST629N,Seminar in American Studies; The Devil in the Archive: Ethno-demonology and the Origins of Native Literatures in the Americas,Cross-listed with ENGL748E. Credit only granted for ENGL748E or AMST629N.,202501,American Studies,Grad,1,Ralph Bauer,11,8,3,0,2025-01-01
AMST878C,American Studies Pedagogy Mentoring; Mentoring for Third Year Teaching in American Studies,NA,202501,American Studies,Grad,1,Bayley Marquez,5,3,2,0,2025-01-01
AMST498F,Special Topics in American Studies; History of Black Education in America,"Cross-listed with HIST339K and AASP398K. Credit only granted for HIST339K, AASP398K, or AMST498F.

Explores the development of formal education created by and for African Americans, from the antebellum era through the twenty-first century. Examine the historical roots of recent debates around race, justice, and equity in American schools.",202501,American Studies,Undergrad,1,Leigh Soares,30,7,23,0,2025-01-01
AMST899,Doctoral Dissertation Research,NA,202501,American Studies,Grad,0,NA,0,0,0,0,2025-01-01
AMST698,Directed Readings in American Studies,NA,202501,American Studies,Grad,0,NA,0,0,0,0,2025-01-01
AMST298C,Introduction to Asian American Studies,"Cross-listed with: AAST200.
Credit only granted for: AAST200 or AMST298C.",202501,American Studies,Undergrad,1,Jennifer Cho,40,0,40,0,2025-01-01
AMST498J,Asian American Politics,"Cross-listed with: AAST443, GVPT368C.
Credit only granted for: AAST498T, AAST443, GVPT368C or AMST 498J.
Formerly: AAST498T.",202501,American Studies,Undergrad,1,Janelle Wong,30,0,30,0,2025-01-01
AMST856,Museum Research Seminar,"Prerequisite: AMST655, ANTH655, or HIST610.
Cross-listed with: ANTH856, HIST810, INST786.
Credit only granted for: AMST856, ANTH856, HIST810, INST728U or INST786.",202501,American Studies,Grad,1,Jamila Moore-Pewu,15,0,15,0,2025-01-01
AMST857,Museum Scholarship Practicum,"Prerequisite: AMST856, ANTH856, or HIST810.
Restriction: Permission of Museum Scholarship Program required.
Cross-listed with: ANTH857, HIST811, INST787.
Credit only granted for: AMST857, ANTH857, HIST811, INST728I or INST787.",202501,American Studies,Grad,1,Paul Jaeger,12,7,5,0,2025-01-01
AMST210,Introduction to Ethnography,"A qualitative research method course used to study social worlds communities, cultures, institutions, and other social groups from the perspectives of the people who inhabit those social worlds. Ethnographic research involves understanding cultural traditions from an insider's perspective by studying the everyday lives of people steeped in those traditions.",202501,American Studies,Undergrad,1,Asim Ali,25,5,20,1,2025-01-01
AMST328T,Maryland's Ethnic Foodways,Cross-listed with: HIST338B.,202501,American Studies,Undergrad,1,Psyche Williams-Forson; Madeline Hsu,25,10,15,0,2025-01-01
AMST898,Pre-Candidacy Research,NA,202501,American Studies,Grad,0,NA,0,0,0,0,2025-01-01
AMST498G,Special Topics in American Studies; Latina/os on the Silver Screen,"Cross-listed with USLT498A. Credit only granted for USLT498A,USLT420, or AMST498G.

Combining media theory and film history, this course considers the film industry s representation of Latines from the silent era to the present day. To begin, we examine mainstream images created by white Hollywood filmmakers during the twentieth century; the latter part of the course turns attention to self-representations in more recent cinema created by Latine cultural producers.",202501,American Studies,Undergrad,1,Robert Chester,27,0,27,0,2025-01-01
ENCE688Y,Advanced Topics in Civil Engineering; Research Methods Seminar,"Intended for PhD and MSc students engaged in or contemplating dissertation or thesis research. It is strongly recommended for PhD candidates to develop their research topic and build strong research capability. The course provides a sound understanding of the enterprise of engineering research, from selecting a thesis topic, to the development of a research proposal, to planning and executing a research plan, to writing a dissertation and publishable articles. Students will review published research reports, conduct a literature survey, and write a preliminary research proposal. Students will carry out assignments involving design of small experiments, and learn how to statistically analyze data and report results. The course comprises lectures from PM faculty and guest lecturers.

See instructor for details pertaining to in-person class meetings.",202501,"Engineering, Civil",Grad,1,Qingbin Cui; Gregory Baecher,25,25,0,0,2025-01-01
ENCE799,Master's Thesis Research,Majors only. Other majors require permission of department.,202501,"Engineering, Civil",Grad,0,NA,0,0,0,0,2025-01-01
ENCE424,Communication for Project Managers,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management minor; or must be in the Project Management minor.
Jointly offered with: ENCE614.
Credit only granted for: ENCE424 or ENCE614.",202501,"Engineering, Civil",Undergrad,2,Shana Webster-Trotman,55,8,47,2,2025-01-01
ENCE412,Environmental Engineering Unit Operations,Prerequisite: ENCE305 and ENCE310; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Allen Davis,40,17,23,1,2025-01-01
ENCE489T,"Special Problems in Civil Engineering; Transportation Engineering, Economics, and Policy","Prerequisite: BMGT230, ECON230, ECON321, ENCE302, or PLCY304; or permission of the instructors. Recommended: AREC326, ECON306 or ECON326.

Credit only granted for AREC466, ENCE489T, or ENCE689T.

The transportation system moves people and goods around the world, but transportation has downsides: harming local air quality, contributing to climate change, causing traffic accidents, and wasting people's time on congested roads. Mitigating these downsides will require new policies, new technologies, and new decisions by households and businesses. Focusing on the US transportation system, students will apply an integrated economics, policy, and engineering perspective to analyze transportation's most pressing challenges. Students are expected to have some background in one of the three disciplines--economics, engineering, or policy--but not all three. The beginning of the semester will include tutorials for students without much economics or engineering background.",202501,"Engineering, Civil",Undergrad,1,Joshua Linn; Anna Alberini; Cinzia Cirillo,30,17,13,0,2025-01-01
ENCE310,Introduction to Environmental Engineering,Prerequisite: PHYS260 and ENCE215; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Guangbin Li,25,11,14,2,2025-01-01
ENCE604,Sustainabilty Fundamentals for Project Managers,"Addresses the fundamentals of sustainability for project managers including best practices of modern sustainable construction and project management. Commercial and residential buildings consume about 40 percent of the energy used in the United States. The course therefore emphasizes the application of the sustainable development goals to the built environment, including the practical operational aspects of sustainable facility project management and sustainable construction by contractors. The course also will cover the fundamental concepts of sustainable project development and the move towards economic prosperity, environmental protection, and social equity, taking all three dimensions into account to achieve sustainability. Project managers need to take responsibility for more sustainable development of organizations, facilities, and projects.",202501,"Engineering, Civil",Grad,1,Neil Schulman,30,17,13,1,2025-01-01
ENCE741,Earth Retaining Structures,"Introduction to types and uses of earth retaining structures, and lateral earth pressure concepts and theories. Analysis and design of retaining walls and shoring structures and their bracing systems. These include conventional retaining walls, mechanically stabilized earth walls, cantilever and anchored sheet piling, cellular cofferdams, braced cuts, soil nailing, and the design of tiebacks and anchors. Load and resistance factor design concept will be presented.",202501,"Engineering, Civil",Grad,1,Mohamed Aggour,15,5,10,1,2025-01-01
ENCE215,Engineering for Sustainability,Prerequisite: CHEM135; or students who have taken courses with comparable content may contact the department; and permission of ENGR-Civil & Environmental Engineering Department.,202501,"Engineering, Civil",Undergrad,3,Natasha Almeida e Andrade,72,0,72,4,2025-01-01
ENCE444,Experimental Methods in Geotechnical Structural Engineering,Prerequisite: ENCE353 and ENCE340; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Yunfeng Zhang; Yuan Feng,14,2,12,0,2025-01-01
ENCE688M,Advanced Topics in Civil Engineering; Theory-Guided Machine Learning,"Prerequisite: An introductory course in Machine Learning/Data Science, probability or statistics will be beneficial.",202501,"Engineering, Civil",Grad,1,Nii O Attoh-Okine,15,9,6,0,2025-01-01
ENCE472,Transportation Engineering,Prerequisite: ENCE302 and ENCE370; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Paul Schonfeld,35,6,29,0,2025-01-01
ENCE370,Introduction to Transportation Engineering and Planning,"Prerequisite: ENCE201, PHYS260, and PHYS261; and permission of ENGR-Civil & Environmental Engineering department.",202501,"Engineering, Civil",Undergrad,1,Terry Yang,48,6,42,1,2025-01-01
ENCE673,Urban Transportation,"The contempory methodology of urban transportation planning. The urban transportation planning process, interdependence between the urban transportation system and the activity system, urban travel demand models, evaluation of urban transportation alternatives and their implementation.",202501,"Engineering, Civil",Grad,1,Terry Yang,25,10,15,0,2025-01-01
ENCE402,Simulation and Design of Experiments for Engineers,Prerequisite: ENCE302; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,David Lovell,40,14,26,0,2025-01-01
ENCE455,Design of Steel Structures,Prerequisite: ENCE353; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Peter Chang,25,13,12,1,2025-01-01
ENCE300,Fundamentals of Engineering Materials,Prerequisite: ENES220; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,2,Dimitrios Goulias,36,0,36,0,2025-01-01
ENCE688F,Advanced Topics in Civil Engineering; Teaching and Learning Practicum,NA,202501,"Engineering, Civil",Grad,1,Guangbin Li; Birthe Kjellerup Shirtliff; Alba Torrents Capdevila; Allen Davis,15,15,0,0,2025-01-01
ENCE623,Introduction to Advanced Scheduling,"Prerequisite: ENCE423 or ENCE662.
Credit only granted for: ENCE623 or ENCE688S.",202501,"Engineering, Civil",Grad,2,Kenneth O'Connell,40,27,13,0,2025-01-01
ENCE674,Urban Transit Planning and Rail Transportation Engineering,"Basic engineering components of conventional and high speed railroads and of air cushion and other high speed new technology. The study of urban rail and bus transit. The characteristics of the vehicle, the supporting way, and the terminal requirements will be evaluated with respect to system performance, capacity, cost, and level of service.",202501,"Engineering, Civil",Grad,1,Paul Schonfeld,25,22,3,0,2025-01-01
ENCE662,Introduction to Project Management,"Introduction to project management including: overview and concepts of project management (principles, body of knowledge, strategies); planning successful projects (defining, specifying, delivery options, scheduling, budgeting); implementing (organizing the team, work assignments, team building, effective leadership); executing (performance measurement, maintaining the schedule, adjustments/mid-course corrections, record keeping, status reporting, communications, managing conflict, time management); and closeout(performance measurement, maintaining the schedule, adjustments/mid-course corrections, record keeping, status reporting, communications, managing conflict, time management).",202501,"Engineering, Civil",Grad,1,Gregory Baecher,35,18,17,3,2025-01-01
ENCE320,Introduction to Project Management,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A James Clark School of Engineering.
Credit only granted for: BMGT485, ENCE320, ENCE325, INST408O or INST453.",202501,"Engineering, Civil",Undergrad,1,John Johnson,60,25,35,2,2025-01-01
ENCE422,Project Cost Accounting and Economics,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management Minor; or must be in the Project Management Minor.",202501,"Engineering, Civil",Undergrad,1,Qingbin Cui,75,44,31,1,2025-01-01
ENCE423,"Project Planning, Estimating & Scheduling",Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management Minor; or must be in the Project Management Minor. And permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Kenneth O'Connell,40,0,40,0,2025-01-01
ENCE360,Analysis of Civil Engineering Systems,Prerequisite: ENCE201 and MATH140; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Sara Zahedian,36,0,36,0,2025-01-01
ENCE489J,Special Problems in Civil Engineering; Green Global Challenge,"Prerequisite: PHYS161.

This course provides a unique opportunity to explore the grand engineering challenges facing our planet through the lens of the UN Sustainable Development Goals. Students will engage on interdisciplinary teams to design solutions to address these challenges. The experience will culminate in submitting projects to and participation in the Green Challenge at t he Danish Technical University (DTU) in Denmark in June. Students from all engineering disciplines and students from other STEM disciplines, who are excited to explore interdisciplinary solutions to the world s chall enges are encouraged to apply.",202501,"Engineering, Civil",Undergrad,1,Birthe Kjellerup Shirtliff,20,8,12,0,2025-01-01
ENCE340,Fundamentals of Geotechnical Engineering,Prerequisite: ENES220; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Jongwan Eun,40,0,40,1,2025-01-01
ENCE614,Communications for Project Managers,"Restriction: Must be enrolled in the A. James Clark School of Engineering or the School of Architecture.
Jointly offered with: ENCE424.
Credit only granted for: ENCE424 or ENCE614.",202501,"Engineering, Civil",Grad,1,Shana Webster-Trotman,5,1,4,0,2025-01-01
ENCE689T,"Seminar; Transportation Engineering, Economics, and Policy","Credit only granted for AREC466, ENCE489T, or ENCE689T.

The transportation system moves people and goods around the world, but transportation has downsides: harming local air quality, contributing to climate change, causing traffic accidents, and wasting people's time on congested roads. Mitigating these downsides will require new policies, new technologies, and new decisions by households and businesses. Focusing on the US transportation system, students will apply an integrated economics, policy, and engineering perspective to analyze transportation's most pressing challenges. Students are expected to have some background in one of the three disciplines--economics, engineering, or policy--but not all three. The beginning of the semester will include tutorials for students without much economics or engineering background.",202501,"Engineering, Civil",Grad,1,Joshua Linn; Anna Alberini; Cinzia Cirillo,10,8,2,0,2025-01-01
ENCE100,Introduction to Civil and Environmental Engineering,"An overview of the department of Civil and Environment Engineering. Students are introduced to the undergraduate curriculum and will be exposed to other undergraduate and graduate students at various points in their program. The course blends panel presentations by seniors and graduate students, faculty and practitioners with a project and book review to be performed by the students.",202501,"Engineering, Civil",Undergrad,1,Natasha Almeida e Andrade,100,47,53,1,2025-01-01
ENCE713,Concrete Structures I,Formerly: ENCE753.,202501,"Engineering, Civil",Grad,1,Santiago Bonetti,30,25,5,0,2025-01-01
ENCE302,Probability and Statistics for Civil and Environmental Engineers,Prerequisite: MATH246 and ENCE201; and permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Bilal Ayyub,40,0,40,2,2025-01-01
ENCE898,Pre-Candidacy Research,NA,202501,"Engineering, Civil",Grad,0,NA,0,0,0,0,2025-01-01
ENCE677,OR Models for Transportation Systems Analysis,"Fundamental skills and concepts of the quantitative techniques of operations research including: mathematical modeling, linear programming, integer programming, network optimization (shortest paths, minimum spanning trees, minimum cost network flows, maximum flows), heuristics, and basics of probabilistic modeling. Emphasis on the application of these techniques to problems arising in transportation.",202501,"Engineering, Civil",Grad,1,Ali Haghani,20,10,10,0,2025-01-01
ENCE661,Project Cost Accounting and Finance,"This course reviews the fundamentals of accounting; examines project cost accounting principles, applications, and impact on profitability; examines the principles of activity based costing; covers the elements involved in cash management; introduces the framework for how projects are financed and the potential impact financing has on the projects; and a framework for evaluating PC based systems and what resources are needed for an effective project cost system.",202501,"Engineering, Civil",Grad,2,Michael Pratt,40,26,14,0,2025-01-01
ENCE421,Legal Aspects of Architectural and Engineering Practice,Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management minor; or must be in the Project Management Minor. And permission of ENGR-Civil & Environmental Engineering department.,202501,"Engineering, Civil",Undergrad,1,Miroslaw Skibniewski,25,16,9,0,2025-01-01
ENCE899,Doctoral Dissertation Research,Majors only. Other majors require permission of department.,202501,"Engineering, Civil",Grad,0,NA,0,0,0,0,2025-01-01
ENCE688E,Advanced Topics in Civil Engineering; Bioremediation,NA,202501,"Engineering, Civil",Grad,1,Guangbin Li,15,15,0,0,2025-01-01
ENCE467,Civil and Environmental Engineering Design II,"Prerequisite: ENCE465; and must have completed or be concurrently enrolled in ENCE302 and ENCE305.
Restriction: Permission of the ENGR-Civil & Environmental Engineering Department.",202501,"Engineering, Civil",Undergrad,1,Deb Niemeier,120,50,70,0,2025-01-01
ENCE426,Construction Documentation and BIM Applications in Engineering and Construction,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management Minor; or must be in the Project Management Minor.",202501,"Engineering, Civil",Undergrad,2,Kiley Wilfong Cullen,80,12,68,1,2025-01-01
