id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count,term_cleaned
ENCE201,Engineering Information Processing,"Prerequisite: ENES220 and MATH241; and permission of ENGR-Civil & Environmental Engineering department.
Corequisite: MATH246.
Credit only granted for: ENCE201 or ENCE203.",202505,"Engineering, Civil",Undergrad,1,Peter Chang,30,29,1,1,2025-05-01
ENCE688,Advanced Topics in Civil Engineering,NA,202505,"Engineering, Civil",Grad,0,NA,0,0,0,4,2025-05-01
ENCE489,Special Problems in Civil Engineering,NA,202505,"Engineering, Civil",Undergrad,0,NA,0,0,0,5,2025-05-01
EDCP108E,College and Career Advancement: Concepts and Skills,Restricted to Academic Achievement Program Students.,202505,Education Counseling and Personnel Services,Undergrad,1,Sharon Vanwright; Melanie Glover,130,130,0,0,2025-05-01
EDCP789,Advanced Topics in Counseling and Personnel Services,NA,202505,Education Counseling and Personnel Services,Grad,1,Colleen O'Neal,25,25,0,4,2025-05-01
EDCP635,School Counselor Leadership: Consultation and Collaboration,Restriction: Must be in the School Counseling program; or must be in the School Psychology program; or permission of instructor.,202505,Education Counseling and Personnel Services,Grad,1,Ileana Gonzalez,20,19,1,5,2025-05-01
EDCP654,History of Psychological Science,"Restriction: Permission of EDUC-Counseling, Higher Education and Special Education department.
Credit only granted for: EDCP654 or EDCP789F.
Formerly: EDCP789F.",202505,Education Counseling and Personnel Services,Grad,1,Annie Goldthrite,15,15,0,0,2025-05-01
EDCP632,Cognitive Assessment,"Restriction: Must be in the School Psychology program; or permission of EDUC-Counseling, Higher Education and Special Education department.",202505,Education Counseling and Personnel Services,Grad,1,Megan Vaganek,15,11,4,0,2025-05-01
EDCP798,Special Problems in Counseling and Personnel Services,NA,202505,Education Counseling and Personnel Services,Grad,0,NA,0,0,0,4,2025-05-01
EDCP789R,Advanced Topics in Counseling and Personnel Services; College Teaching Seminar,NA,202505,Education Counseling and Personnel Services,Grad,1,Romy Stancofski,15,15,0,1,2025-05-01
EDCP798D,Special Problems in Counseling and Personnel Services; Data Analysis and Scholarly Writing,NA,202505,Education Counseling and Personnel Services,Grad,1,Christopher Travers,12,11,1,0,2025-05-01
EDCP889C,Internship in Counseling and Personnel Services,NA,202505,Education Counseling and Personnel Services,Grad,4,Cixin Wang; Jioni Lewis,40,38,2,0,2025-05-01
EDCP799,Master's Thesis Research,NA,202505,Education Counseling and Personnel Services,Grad,0,NA,0,0,0,3,2025-05-01
EDCP889,Internship in Counseling and Personnel Services,NA,202505,Education Counseling and Personnel Services,Grad,0,NA,0,0,0,0,2025-05-01
EDCP386,Experiential Learning,"Restriction: Permission of EDUC-Counseling, Higher Education and Special Education department; and sophomore standing or higher.",202505,Education Counseling and Personnel Services,Undergrad,0,NA,0,0,0,0,2025-05-01
EDCP611,Career Development Theory and Programs,Research and theory related to career and educational decisions; programs of related information and other activities in career decision.,202505,Education Counseling and Personnel Services,Grad,1,Marja Humphrey,20,18,2,1,2025-05-01
EDCP888,Apprenticeship in Counseling and Personnel Services,NA,202505,Education Counseling and Personnel Services,Grad,0,NA,0,0,0,0,2025-05-01
EDCP789C,Advanced Topics in Counseling and Personnel Services; Student Activism in American Higher Education,NA,202505,Education Counseling and Personnel Services,Grad,1,Marinel Martinez-Benyarko,10,8,2,0,2025-05-01
EDCP899,Doctoral Dissertation Research,NA,202505,Education Counseling and Personnel Services,Grad,0,NA,0,0,0,0,2025-05-01
EDCP230,The Science and Practice of Happiness and Psychological Well-Being,"An introduction to theory and research on positive psychology, subjective well-being, and the psychology of happiness. This will include examination of hedonic and eudaimonic models of well-being and sociocultural understandings of happiness, together with how it relates to health, relationships, money, religion, work, and social media. Students will also explore common misconceptions and myths about happiness and well-being and will engage in a variety of activities designed to deepen their understanding of happiness in their own lives and broader societal trends related to well-being.",202505,Education Counseling and Personnel Services,Undergrad,1,Sarah Zimmerman,20,20,0,1,2025-05-01
EDCP898,Pre-Candidacy Research,NA,202505,Education Counseling and Personnel Services,Grad,0,NA,0,0,0,0,2025-05-01
EDCP420,Advanced Topics in Human Diversity and Advocacy,This course will build upon students' knowledge of diversity in American society and will examine contemporary topics related to multiculturalism in educational and community contexts as well as strategies for advocacy in such venues.,202505,Education Counseling and Personnel Services,Undergrad,1,Genesis Genao,20,20,0,0,2025-05-01
EDCP888A,Apprenticeship in Counseling and Personnel Services; College Student Personnel,Restricted to CSP students.,202505,Education Counseling and Personnel Services,Grad,1,Pamela Scott; Candace Moore,7,7,0,0,2025-05-01
EDCP210,Peer Counseling Skills and Mental Health Advocacy,"Restriction: Must not have completed EDCP310; and must not have completed PSYC433.
Credit only granted for: EDCP210, EDCP310, or PSYC433.",202505,Education Counseling and Personnel Services,Undergrad,1,Michelle Thomas,20,20,0,3,2025-05-01
CCJS370,"Race, Crime and Criminal Justice",Role and treatment of racial/ethnic minorities in the criminal justice system. Course will provide students with historical and theoretical framework for understanding this dynamic.,202505,Criminology and Criminal Justice,Undergrad,1,Toryn Sperry,40,40,0,5,2025-05-01
CCJS799,Master's Thesis Research,NA,202505,Criminology and Criminal Justice,Grad,0,NA,0,0,0,0,2025-05-01
CCJS100,Introduction to Criminal Justice,"Introduction to the administration of criminal justice in a democratic society, with emphasis on the theoretical and historical development of law enforcement. The principles of organization and administration for law enforcement; functions and specific activities; planning and research; public relations; personnel and training; inspection and control; direction; policy formulation.",202505,Criminology and Criminal Justice,Undergrad,2,Casey Kindall; Mark Mills,80,74,6,10,2025-05-01
CCJS454,Contemporary Criminological Theory,Prerequisite: CCJS300 and CCJS105.,202505,Criminology and Criminal Justice,Undergrad,1,Dixin Li,40,29,11,0,2025-05-01
CCJS225,Responses to Violence,"What are the dimensions of violence in the United States and worldwide, and how has humanity responded to violence? Conflict is unfortunately resolved through violence in a number of settings. It ranges from interpersonal to international in its scope. This course investigates the strengths and weaknesses of a number of resolutions to reducing violence over the course of history using both state centered and informal control.",202505,Criminology and Criminal Justice,Undergrad,2,Kyle Dorsey,80,57,23,6,2025-05-01
CCJS399,Independent Study in Criminology and Criminal Justice,NA,202505,Criminology and Criminal Justice,Undergrad,0,NA,0,0,0,0,2025-05-01
CCJS398,Law Enforcement Field Training; Law Enforcement Field Training,NA,202505,Criminology and Criminal Justice,Undergrad,0,NA,0,0,0,2,2025-05-01
CCJS300,Criminological and Criminal Justice Research Methods,"Prerequisite: CCJS100 and CCJS105; and (PSYC200, CCJS200, ECON321, BMGT230, or SOCY201).",202505,Criminology and Criminal Justice,Undergrad,1,Brett Lacey,40,38,2,6,2025-05-01
CCJS342,Corrections,"Prerequisite: CCJS100.
Restriction: Must be in a major within the BSOS-Criminology & Criminal Justice department.
Credit only granted for: CCJS342 or CCJS452.",202505,Criminology and Criminal Justice,Undergrad,1,Jessica Morabito,40,31,9,4,2025-05-01
CCJS418K,Seminar in Criminology and Criminal Justice; Seminar in Criminology and Criminal Justice; Police-Community Relations,NA,202505,Criminology and Criminal Justice,Undergrad,1,Toryn Sperry,40,36,4,0,2025-05-01
CCJS899,Doctoral Dissertation Research,NA,202505,Criminology and Criminal Justice,Grad,0,NA,0,0,0,0,2025-05-01
CCJS699,Special Criminological Problems,NA,202505,Criminology and Criminal Justice,Grad,0,NA,0,0,0,1,2025-05-01
CCJS359,Field Training in Criminology and Corrections,NA,202505,Criminology and Criminal Justice,Undergrad,0,NA,0,0,0,2,2025-05-01
CCJS325,Slavery in the Twenty First Century: Combating Human Trafficking,"What is human trafficking and how do we stop it? An introduction to the trafficking of human beings in its historical, legal, economic, political and social contexts. Scope of the global problem, different forms of human trafficking, and regional trends and practices. Roles of government, the international community and individual actors. Strategies to combat trafficking.",202505,Criminology and Criminal Justice,Undergrad,1,Brett Lacey,40,31,9,3,2025-05-01
CCJS450,Advanced Juvenile Delinquency,"Prerequisite: CCJS105 and CCJS300.
Credit only granted for: CCJS350 or CCJS450.",202505,Criminology and Criminal Justice,Undergrad,1,Jessica Morabito,40,29,11,7,2025-05-01
CCJS105,Introduction to Criminology,"Criminal behavior and the methods of its study; causation; typologies of criminal acts and offenders; punishment, correction and incapacitation; prevention of crime.",202505,Criminology and Criminal Justice,Undergrad,3,Erika Feeney; Abbey Potter; Madeline Romm,110,92,18,7,2025-05-01
CCJS386,Experiential Learning,Restriction: Permission of BSOS-Criminology & Criminal Justice department; and junior standing or higher.,202505,Criminology and Criminal Justice,Undergrad,0,NA,0,0,0,0,2025-05-01
CCJS345,Courts and Sentencing,"Prerequisite: CCJS100.
Restriction: Must be in a major within the BSOS-Criminology & Criminal Justice department.",202505,Criminology and Criminal Justice,Undergrad,1,Cortney Fisher,40,34,6,6,2025-05-01
CCJS200,Statistics for Criminology and Criminal Justice,"Prerequisite: CCJS100 or CCJS105; and 1 course with a minimum grade of C- from (STAT100, MATH107, MATH111, MATH120, MATH130, MATH135, MATH140).
Restriction: Must be in Criminology and Criminal Justice program; or permission of BSOS-Criminology & Criminal Justice department.",202505,Criminology and Criminal Justice,Undergrad,1,Brett Lacey,40,35,5,0,2025-05-01
CCJS498R,Selected Topics in Criminology and Criminal Justice; Women and Crime,Prerequisites: CCJS100 and CCJS105,202505,Criminology and Criminal Justice,Undergrad,1,Cortney Fisher,40,33,7,1,2025-05-01
HLTH778,Practical Experience in Public Health,NA,202505,Health,Grad,2,Evelyn King-Marshall,25,25,0,0,2025-05-01
HLTH200,Introduction to Research in Community Health,Restriction: Must be in a major within the SPHL-Behavioral and Community Health department.,202505,Health,Undergrad,1,Azieb Kidanu,50,50,0,0,2025-05-01
HLTH471,Women's Health,"Restriction: Must be in a program in the Harriet Tubman Department of Women, Gender, and Sexuality Studies; or must be in a major within SPHL-Behavioral & Community Health department.
Cross-listed with: WGSS471.
Credit only granted for: HLTH471, WMST471, or WGSS471..
Formerly: WMST471.",202505,Health,Undergrad,2,Tracy Zeeger,55,55,0,0,2025-05-01
HLTH688,Special Problems in Health Education,NA,202505,Health,Grad,0,NA,0,0,0,1,2025-05-01
HLTH234H,Global Health Messages: Understanding Exposure & Impact,Restriction: Must not be in the Community Health program.,202505,Health,Undergrad,1,Angshuman Kashyap,50,50,0,0,2025-05-01
HLTH230,Introduction to Health Behavior,"Psychological, social psychological, and sociological approaches to the following health areas: development of health attitudes and behavior, patient-provider interaction and the organization of health care.",202505,Health,Undergrad,1,Hector Alcala,50,50,0,0,2025-05-01
HLTH898,Pre-Candidacy Research,NA,202505,Health,Grad,0,NA,0,0,0,0,2025-05-01
HLTH786,Capstone Project in Public Health,"Prerequisite: Must have completed all required coursework; and permission of SPHL-Behavioral & Community Health department.
Restriction: Must be in a major within SPHL-Behavioral & Community Health department.",202505,Health,Grad,0,NA,0,0,0,0,2025-05-01
HLTH899,Doctoral Dissertation Research,NA,202505,Health,Grad,0,NA,0,0,0,0,2025-05-01
HLTH377,Human Sexuality,"The biological and developmental aspects of human sexuality; the psychological and emotional aspects of sexual behavior; sexual identity; the historical, cultural, social, linguistic, legal and moral forces affecting sexual issues; the importance of communication, disclosure and intimacy in interpersonal relationships; and research trends in the area of human sexuality.",202505,Health,Undergrad,1,Jenna Messman,130,128,2,2,2025-05-01
HLTH674,Health Literacy,"Recommended: Health communication, communication, journalism, literacy, or cognitive or information sciences classes.
Credit only granted for: HLTH688L or HLTH674.
Formerly: HLTH688L.",202505,Health,Grad,2,Catherine Maybury,30,30,0,0,2025-05-01
HLTH140,Personal and Community Health,"Meaning and significance of physical, mental and social health as related to the individual and to society; important phases of national health problems; constructive methods of promoting health of the individual and the community.",202505,Health,Undergrad,1,James Butler,50,50,0,0,2025-05-01
HLTH402,Disability is Not an Outcome: An Introduction to Understanding Disability,"With an intent to disrupt traditional understandings of disability as a health outcome to be prevented, this course will introduce students to disability as an identity, a community, a population of interest to public health professionals. To change this understanding students will explore historical representations of disability, ableism, and lived experiences of people with disabilities. Disability is a multi-layered concept that broadly describes a wide range of people. Although geared toward public health scholars, the mix of readings, discussions, and assignments will help students reflect and integrate learning into their own fields of study. The course examines factors that led to systemic oppression, and methods and strategies of moving toward a more inclusive society.",202505,Health,Undergrad,2,Sara Olsen,10,10,0,0,2025-05-01
HLTH602,Global Health and Social Justice,"Jointly offered with: HLTH452.
Credit only granted for: HLTH452 or HLTH602.",202505,Health,Grad,1,Samantha Smith,30,30,0,0,2025-05-01
HLTH399,Community Health Field Work,"Students will gain practical experience under conditions conducive to educational and professional development. The internship is a supervised period of community/public health activities, carried out in a relevant professional organization, that emphasizes the application of theory and previous coursework. Most field work experiences will be off-campus and require 45 work hours per registered credit during the semester.

Students can use the Public Health Practice database to find a qualifying internship or request new site approval for their internship. For site approval, permission to enroll and guidance, contact Ms Tracy Kennedy (kennedyt@umd.edu).",202505,Health,Undergrad,1,Tracy Kennedy,30,30,0,0,2025-05-01
HLTH701,Mixed Methods in Behavioral and Community Health Research,"Prerequisite: HLTH625 and HLTH710, or equivalent non-BCH qualitative and quantitative methods courses.",202505,Health,Grad,1,Elizabeth Aparicio,15,15,0,0,2025-05-01
HLTH432,Medical Terminology,"Credit only granted for: HLTH432 or HLTH498T.
Formerly: HLTH498T.",202505,Health,Undergrad,2,Katherine Sharp,105,105,0,0,2025-05-01
HLTH799,Master's Thesis Research,NA,202505,Health,Grad,0,NA,0,0,0,0,2025-05-01
HLTH234,Global Health Messages: Understanding Exposure & Impact,Restriction: Must not be in the Community Health program.,202505,Health,Undergrad,1,Angshuman Kashyap,50,49,1,0,2025-05-01
HLTH389,Topical Investigations,NA,202505,Health,Undergrad,0,NA,0,0,0,0,2025-05-01
HLTH366,Behavioral and Community Issues in Public Health,"Prerequisite: HLTH130, HLTH230, PSYC100, SOCY100, SOCY105, or ANTH260.
Restriction: Must be in Public Health Science program; or permission of SPHL-Behavioral & Community Health department. And must have earned a minimum of 45 credits.
Additional information: This course will initially be restricted to Public Health Science (PHSC) majors, but could ultimately be opened to other majors, particularly those in HLTH.",202505,Health,Undergrad,1,Evelyn King-Marshall,40,40,0,2,2025-05-01
HLTH452,Global Health and Social Justice,"Jointly offered with: HLTH602.
Credit only granted for: HLTH452 or HLTH602.",202505,Health,Undergrad,1,Samantha Smith,30,30,0,0,2025-05-01
HLTH491,Community Health Internship,"Prerequisite: Minimum grade of C- in HLTH420 and HLTH490.
Restriction: Must have completed all program requirements and be in the last semester of the Community Health degree program.",202505,Health,Undergrad,1,Tracy Kennedy,50,50,0,0,2025-05-01
GEOG272,Introduction to Earth Observation Science,"Credit only granted for: GEOG272 or GEOG372.
Formerly: GEOG372.",202505,Geographical Sciences,Undergrad,1,Instructor: TBA,35,35,0,1,2025-05-01
GEOG788,Selected Topics in Geography,NA,202505,Geographical Sciences,Grad,0,NA,0,0,0,16,2025-05-01
GEOG140,"Natural Disasters: Earthquakes, Floods, and Fires","Catastrophic Environmental Events (CCE) that are becoming more common in this time of global environmental change and it is essential that today's students be equipped with the knowledge and skills to be leaders as we, as a society, understand the upheaval that these CCEs are causing. Students will examine how CEEs shape human society and ecosystem from the interdisciplinary perspective afforded by the field of Geography. Students will use the latest geographic science concepts and techniques in exploring these events. Using satellite imagery they will gain a multi-scale perspective of the ecological and societal aspects of the events.",202505,Geographical Sciences,Undergrad,3,Keith Yearwood; Instructor: TBA,67,65,2,7,2025-05-01
GEOG341,Sea Level Rise and Human Adaptive Strategies,Examines the factors influencing global sea-level rise and how humans need to adapt to these challenges. This will be examined through a series of documentaries and case studies.,202505,Geographical Sciences,Undergrad,1,Keith Yearwood,20,20,0,0,2025-05-01
GEOG789,Independent Readings,Contact department to make arrangements.,202505,Geographical Sciences,Grad,0,NA,0,0,0,0,2025-05-01
GEOG385,Internship in Geography II,"Prerequisite: GEOG211, GEOG306, GEOG212, and GEOG201; and must have completed a Junior (Professional) English course.
Restriction: Must be in Geography program.",202505,Geographical Sciences,Undergrad,0,NA,0,0,0,0,2025-05-01
GEOG130,Development Geography: Environmental & Social Justice,"The geography of economic, social, and environmental well-being and inequality. The course will provide an integrated perspective on the causes, interconnections, and consequences across time and space of, among others, globalization, climate change, poverty, employment, migration and urban growth, agricultural productivity, rural development, policies and international trade. Portraits of selected countries and regions will be developed.",202505,Geographical Sciences,Undergrad,1,Byron Marroquin,25,25,0,6,2025-05-01
GEOG330,As the World Turns: Society and Sustainability in a Time of Great Change,"Credit only granted for: GEOG330, GEOG360, or GEOG362.
Formerly: GEOG362.",202505,Geographical Sciences,Undergrad,2,Rachel Haber; Instructor: TBA,85,85,0,3,2025-05-01
GEOG799,Master's Thesis Research,NA,202505,Geographical Sciences,Grad,0,NA,0,0,0,0,2025-05-01
GEOG473,Geographic Information Systems and Spatial Analysis,"Prerequisite: GEOG306 and GEOG373; or students who have taken courses with comparable content may contact the department.
Credit only granted for: GEOG473 or GEOG482.
Formerly: GEOG482.",202505,Geographical Sciences,Undergrad,1,Naijun Zhou,30,30,0,2,2025-05-01
GEOG384,Internship in Geography I,"Prerequisite: GEOG211, GEOG306, GEOG212, and GEOG201; and (ENGL393 or ENGL390).
Restriction: Must be in Geography program.",202505,Geographical Sciences,Undergrad,0,NA,0,0,0,2,2025-05-01
GEOG687,Applied GEOINT- Regional Geostrategic Issues,"Applies a geospatial intelligence (GEOINT) lens when examining the political, military, economic and cultural effects of geography in historical and contemporary terms: specific emphasis is placed on the role of geography in the formulation of regional, e.g., Africa, military/political policy in land power, sea power, and air power. Comprehensive geopolitical theories will be incorporated with geospatial technologies as analytical tools in this course.",202505,Geographical Sciences,Grad,3,Jonathon Hathaway,60,60,0,0,2025-05-01
GEOG306,Introduction to Quantitative Methods for the Geographical Environmental Sciences,"Essentials in the quantitative analysis of spatial and other data, with a particular emphasis on statistics and programming. Topics include data display, data description and summary, statistical inference and significance tests, analysis of variance, correlation, regression, and some advanced concepts, such as matrix methods, principal component analysis, and spatial statistics. Students will develop expertise in data analysis using advanced statistical software.",202505,Geographical Sciences,Undergrad,1,Naijun Zhou,40,40,0,4,2025-05-01
GEOG202,Introduction to Human Geography,"Introduction to what geographers do and how they do it. Systematic study of issues regarding social and cultural systems from a global to a local scale. Looks at the distribution of these variables and answers the question ""Why here, and not there""?",202505,Geographical Sciences,Undergrad,1,Wen Qi,25,25,0,4,2025-05-01
GEOG201,Geography of Environmental Systems,"A systematic introduction to the processes and associated forms of the atmosphere and earth's surfaces emphasizing the interaction between climatology, hydrology and geomorphology.",202505,Geographical Sciences,Undergrad,2,Amanda Hall; Instructor: TBA,53,53,0,5,2025-05-01
GEOG276,Principles of Python Programming and Geocomputing,"Introduces conceptual and practical aspects of scientific computing using the Python programming language. The main focus is on developing proficiency for the basic elements of the development environment, foundational syntax including variables, logical operators, looping, conditional statements, nesting, and common programming patterns for mathematical and textual computing. In addition, essential data structures and functionality for scientific computing, such as arrays, dataframes, and data visualization will be introduced. Throughout the course, students will also become exposed to various applications in the domain of the social and environmental sciences.",202505,Geographical Sciences,Undergrad,2,Rachel Marks,45,45,0,3,2025-05-01
GEOG666,Drones for Data Collection,"Prerequisite: GEOG646 or GEOG656.
Restriction: Must be in Geospatial Information Sciences (Master's) program; or must be in Graduate Certificate: Professional Studies-Geospatial Information Sciences.
Credit only granted for: GEOG688E or GEOG666.
Formerly: GEOG688E.",202505,Geographical Sciences,Grad,3,Lain Graham,60,60,0,0,2025-05-01
GEOG373,Geographic Information Systems,"Characteristics and organization of geographic data; creation and use of digital geospatial databases; metadata; spatial data models for thematic mapping and map analysis; use of geographic information system in society, government, and business. Practical training with use of advanced software and geographic databases.",202505,Geographical Sciences,Undergrad,2,Naijun Zhou; Instructor: TBA,90,90,0,2,2025-05-01
GEOG899,Doctoral Dissertation Research,NA,202505,Geographical Sciences,Grad,0,NA,0,0,0,0,2025-05-01
GEOG790,Internship in Geography,"Field experience in the student's specialty in a Federal, state, or local agency or private business. Research paper required.",202505,Geographical Sciences,Grad,0,NA,0,0,0,0,2025-05-01
GEOG682,Open Source Intelligence,"Open Source Intelligence (OSINT) is information that is publicly available that is collected and analyzed to support decision-making. The collection and analysis of OSINT is often considered to be the first step in developing an all-source intelligence product, where OSINT is fused with Geospatial Intelligence (GEOINT), Signals Intelligence (SIGINT), and Measurement and Signature Intelligence (MASINT), and Human Intelligence (HUMINT). In this course you will learn about the sources, ethics, and methods that are associated with OSINT, and will also develop knowledge and skills related to open-source geospatial technologies and organizations such as the Open Geospatial Consortium (OGC).",202505,Geographical Sciences,Grad,3,Mayur Gosai,50,50,0,1,2025-05-01
GEOG211,Geography of Environmental Systems Laboratory,"Prerequisite: Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201.",202505,Geographical Sciences,Undergrad,2,Instructor: TBA,53,53,0,1,2025-05-01
GEOG657,Web Programming,"Prerequisite: GEOG653.
Restriction: Must be in Geospatial Information Sciences (Master's) program; or must be in Graduate Certificate: Geospatial Information Sciences program.
Credit only granted for: GEOG657 or GEOG788R.
Formerly: GEOG788R.",202505,Geographical Sciences,Grad,3,Xin Tao,50,50,0,1,2025-05-01
GEOG656,Advanced Programming for GIS,"Prerequisite: GEOG653.
Restriction: Must be in Geospatial Information Sciences (Master's) program; or must be in Graduate Certificate: Professional Studies-Geospatial Information Sciences.",202505,Geographical Sciences,Grad,3,Jonathan Resop,70,70,0,2,2025-05-01
GEOG498,Topical Investigations,NA,202505,Geographical Sciences,Undergrad,0,NA,0,0,0,13,2025-05-01
CHPH799,Master's Thesis Research,NA,202505,Chemical Physics,Grad,0,NA,0,0,0,0,2025-05-01
CHPH718D,Special Topics in Chemical Physics; Sodium Spinor Bose-Einstein Condensation,NA,202505,Chemical Physics,Grad,1,Paul Lett,5,5,0,0,2025-05-01
CHPH899,Doctoral Dissertation Research,NA,202505,Chemical Physics,Grad,0,NA,0,0,0,1,2025-05-01
CHPH898,Pre-Candidacy Research,NA,202505,Chemical Physics,Grad,0,NA,0,0,0,0,2025-05-01
ARTH385,Art of China,"A chronological survey of Chinese painting, sculpture, and the applied arts.",202505,Art History & Archaeology,Undergrad,1,Filippo Grassi,30,29,1,0,2025-05-01
ARTH330,Seventeenth-Century European Art,"Painting, sculpture and architecture concentrating on Italy, Spain, France, and England.",202505,Art History & Archaeology,Undergrad,1,Tony Cui,30,26,4,1,2025-05-01
ARTH351,Picturing Contemporary Life: Art Since 1945,"Visual art since 1945, with an emphasis on North America and Europe.",202505,Art History & Archaeology,Undergrad,1,Patricia Ortega-Miranda,30,28,2,2,2025-05-01
