id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count,term_cleaned
LING640,Psycholinguistics,Restriction: Permission of instructor.,202508,Linguistics,Grad,1,Ellen Lau,15,15,0,0,2025-08-01
LING499C,Directed Studies in Linguistics; Teaching Assistantship,Designed for students that will be teaching assistants for LING200.,202508,Linguistics,Undergrad,2,Margaret Antonisse; Tonia Bleam,8,8,0,0,2025-08-01
LING321,Phonology I,Prerequisite: LING240.,202508,Linguistics,Undergrad,1,Kate Mooney,23,12,11,2,2025-08-01
LING663,Pragmatics,"Prerequisite: LING660 or PHIL660; or permission of instructor.
Recommended: LING661.",202508,Linguistics,Grad,1,Alexander Williams,15,15,0,0,2025-08-01
LING248,Introduction to Laboratory Research in Linguistics,NA,202508,Linguistics,Undergrad,1,Jeffrey Lidz,5,5,0,0,2025-08-01
LING320,Phonetics,"Prerequisite: Minimum grade of C- in LING200 or LING240.
Additional information: This course counts as a core course for the linguistics major. Only one of Ling320 or HESP403 can be used to count towards the Linguistics major.",202508,Linguistics,Undergrad,1,William Idsardi,45,30,15,0,2025-08-01
LING896,Research Paper in Minor Area,Prerequisite: LING888.,202508,Linguistics,Grad,0,NA,0,0,0,0,2025-08-01
LING798,Research Papers in Linguistics,NA,202508,Linguistics,Grad,0,NA,0,0,0,0,2025-08-01
LING819A,Seminar in Syntactic Theory,NA,202508,Linguistics,Grad,1,Instructor: TBA,15,15,0,0,2025-08-01
LING448,Advanced Laboratory Research in Linguistics,NA,202508,Linguistics,Undergrad,1,Jeffrey Lidz,5,5,0,0,2025-08-01
LING449A,Topics in Psycholinguistics,NA,202508,Linguistics,Undergrad,1,Instructor: TBA,10,9,1,0,2025-08-01
LING311,Syntax I,Prerequisite: LING240.,202508,Linguistics,Undergrad,1,Tonia Bleam,23,11,12,0,2025-08-01
LING419B,Topics in Syntax,NA,202508,Linguistics,Undergrad,1,Instructor: TBA,10,10,0,0,2025-08-01
LING499H,Directed Studies in Linguistics,NA,202508,Linguistics,Undergrad,0,NA,0,0,0,0,2025-08-01
LING330,Historical Linguistics,"Prerequisite: LING321.
Recommended: LING311.",202508,Linguistics,Undergrad,1,Margaret Antonisse,26,11,15,0,2025-08-01
LING799,Master's Thesis Research,NA,202508,Linguistics,Grad,0,NA,0,0,0,0,2025-08-01
AMST328W,Asian Americans in Film,"Cross-listed with: AAST355.
Credit only granted for: AAST355, AAST398L or AMST328W.
Formerly: 398L.",202508,American Studies,Undergrad,1,Jennifer Cho,31,0,31,0,2025-08-01
AMST498D,Special Topics in American Studies; Black Women in Twentieth Century America,"Cross-listed with HIST319X, WGSS379J, and AASP398J. Credit only granted for HIST319X, WGSS379J, AMST498D, or AASP398J.

Traces twentieth-century United States history from the perspective of Black women. We will center their diverse voices and experiences as we explore themes including family, work, activism, and cultural expression.",202508,American Studies,Undergrad,1,Leigh Soares,27,23,4,1,2025-08-01
AMST205,"American Material Culture: The Study of People, Places, and Things","Historical survey of American material culture. Ways of describing and interpreting accumulated material evidence (e.g., buildings, town plans) introduced by stressing relationship between artifact and culture.",202508,American Studies,Undergrad,2,Instructor: TBA,32,27,5,1,2025-08-01
AMST655,Introduction to Museum Scholarship,"Cross-listed with: ANTH655, HIST610, INST653.
Credit only granted for: AMST655, ANTH655, HIST610, INST728T or INST653.",202508,American Studies,Grad,1,Diana Marsh,30,24,6,0,2025-08-01
AMST340,"Introduction to History, Theories and Methods in American Studies","Prerequisite: Must have completed AMST201; and 2 courses in AMST.
Restriction: Must be in American Studies program; and sophomore standing or higher.",202508,American Studies,Undergrad,1,Jamila Moore-Pewu,20,18,2,0,2025-08-01
AMST204,Film and American Culture Studies,"Exploration of the American film from a historical perspective, illustrating the motion picture's role as an institutional phenomenon, as a form of communication, and as a source of cross-cultural study.",202508,American Studies,Undergrad,1,Susan Pramschufer,35,23,12,2,2025-08-01
AMST101,Introduction American Studies,"Credit only granted for: AMST101 or AMST201.
Formerly: AMST201.",202508,American Studies,Undergrad,5,Nancy Mirabal; Instructor: TBA,20,12,8,7,2025-08-01
AMST328V,Perspectives on Identity and Culture,"Cross-listed with: AAAS398W and USLT398B. Credit only granted for: AAAS398W, AMST328V, or USLT398B.",202508,American Studies,Undergrad,1,Jason Nichols,25,25,0,0,2025-08-01
AMST320,(Dis)ability in American Film,"Credit only granted for: AMST320 or AMST328X.
Formerly: AMST328X.",202508,American Studies,Undergrad,1,Susan Pramschufer,20,0,20,0,2025-08-01
AMST398,Independent Studies,NA,202508,American Studies,Undergrad,0,NA,0,0,0,0,2025-08-01
AMST203,Popular Culture in America,"An introduction to American popular culture, its historical development, and its role as a reflection of and influence on our culture and society.",202508,American Studies,Undergrad,2,Instructor: TBA,32,22,10,5,2025-08-01
AMST628R,Seminar in American Studies; The Black Radical Tradition,"The Black radical tradition is a revolutionary impulse, a refusal of the status quo, a struggle against domination, a drive to dream and make new worlds, and a will to liberation. It emerges from Black life-often amid and against antiblackness. Propelled by this will to liberation, Black people have cultivated radical worldviews, theologies, social movements, political praxes, aesthetic principles, artforms, and ways of life. In this course, we will explore acts and articulations of this centuries-long tradition in life-writing, movement manifestoes, historical accounts, speeches, philosophy, critical theory, fiction, cinema, music, and the Black quotidian. We will study the tradition in its abolitionist, antiracist, pan-Africanist, feminist, anticolonial, anarchist, socialist, queer, futurist, pessimist, and other iterations. Among the questions we will ponder: How might the Black radical tradition provide tools and insights for confronting our current sociopolitical crises? How might we activate and participate in this tradition here and now?",202508,American Studies,Grad,1,La Marr Bruce,12,9,3,0,2025-08-01
AMST798,Non-Thesis Research,NA,202508,American Studies,Grad,0,NA,0,0,0,0,2025-08-01
AMST328Q,Indigenous Feminisms,"Cross-listed with: WGSS330.
Credit only granted for: WGSS379I, WGSS330, AMST328Q.
Formerly: WGSS379I Special Topics in WGSS Indigenous Feminisms.",202508,American Studies,Undergrad,1,Shelbi Meissner,35,30,5,0,2025-08-01
AMST498C,"Special Topics in American Studies; Central Americans and the United States: Culture, Politics, and Community","Cross-listed with USLT450. Credit only granted for AMST498C or USLT450.

With attention to history, memory, politics, and culture, this course examines the relationships, conflicts, and exchanges of people and powerbetween the United States and the Central American isthmus. We will investigate the role of the US government and military, as well as US corporate interests and US-backed dictatorships, in the culture, politics, and economy of nations including El Salvador, Nicaragua, Guatemala, and Honduras. Through literature, feature films, documentary films, theatre,poetry, and other mediums, the class will analyze responses to this history in Central American cultural productions originating both from the isthmus and from Central Americans living in the United States.In addition to US interventions in the Americas, the course will examinemigration from Central America to North America and will concludeby exploring thelives and activities of Central Americans living in the USA.",202508,American Studies,Undergrad,1,Robert Chester,20,15,5,0,2025-08-01
AMST799,Master's Thesis Research,NA,202508,American Studies,Grad,0,NA,0,0,0,0,2025-08-01
AMST388,Honors Thesis,NA,202508,American Studies,Undergrad,0,NA,0,0,0,0,2025-08-01
AMST878A,American Studies Pedagogy Mentoring; Mentoring for First Year Teaching in American Studies,Prerequisite: permission of department and must be a current AMST teaching assistant.,202508,American Studies,Grad,1,Bayley Marquez,8,8,0,0,2025-08-01
AMST418H,Cultural Themes in America; Cultural Themes in America-Honors,Prerequisite: At least three credit hours of prior coursework in AMST.,202508,American Studies,Undergrad,0,NA,0,0,0,0,2025-08-01
AMST412,"Inventing (and Reinventing) Whiteness: The Origins, Transformations, and Future of Race in the US","Recommended: AAAS202 or AAAS100.
Cross-listed with: AAAS412.
Credit only granted for: AAAS412, AASP412 or AMST412.
Formerly: AASP412.",202508,American Studies,Undergrad,1,Robert Choflet,25,25,0,0,2025-08-01
AMST878B,American Studies Pedagogy Mentoring; Mentoring for Second Year Teaching in American Studies,Prerequisite: permission of department and must be a current AMST teaching assistant.,202508,American Studies,Grad,1,Bayley Marquez,6,6,0,0,2025-08-01
AMST260,American Culture in the Information Age,"Credit only granted for: AMST260 or AMST298I.
Formerly: AMST298I.",202508,American Studies,Undergrad,1,Jason Farman,60,52,8,0,2025-08-01
AMST324,Growing Up Asian American: The Asian Immigrant Family and the Second Generation,"Cross-listed with: AAST394, IMMR394.
Credit only granted for: AAST394, AAST398E, AMST324, AMST328V, IMMR319G or IMMR394.
Formerly: AAST398E.",202508,American Studies,Undergrad,1,Instructor: TBA,27,0,27,0,2025-08-01
AMST498A,"Special Topics in American Studies; Black Public Humanities: Movements, Moments, and Practices","This course examines the intersections of Black cultural production, public engagement, and the digital humanities. Students will explore how Black scholars, artists, cultural workers and communities create, preserve, and share knowledge through public-facing work while critically examining questions of access, abundance, belonging, and representation. Drawing from Black cultural traditions, digital innovation, and public scholarship, students will engage with the myriad ways Black communities leverage material culture, place-based knowledge, storytelling and digital tools to document and share their experiences in the contemporary era. As a course rooted in theory and methods they will also examine how new media, speculative practices and public humanities approaches can be mobilized not just to preserve the past, but to imagine and create new Black futures in the digital age.",202508,American Studies,Undergrad,1,Jamila Moore-Pewu,20,20,0,0,2025-08-01
AMST298Q,U.S. Latinx Literature and Culture,"Cross-listed with: ENGL235.
Credit only granted for: ENGL235 or AMST298Q.",202508,American Studies,Undergrad,1,Instructor: TBA,30,24,6,0,2025-08-01
AMST386,Experiential Learning,Restriction: Permission of ARHU-American Studies department; and junior standing or higher.,202508,American Studies,Undergrad,1,Asim Ali,10,8,2,0,2025-08-01
AMST878C,American Studies Pedagogy Mentoring; Mentoring for Third Year Teaching in American Studies,Prerequisite: permission of department and must be a current AMST teaching assistant.,202508,American Studies,Grad,1,Bayley Marquez,5,5,0,0,2025-08-01
AMST628C,Seminar in American Studies; Race and Media Theory and Practice,"Restriction: Permission of instructor. Cross-listed with WGSS698E. Credit only granted for AMST628C, WGSS698E, or WMST698E.

This class looks at foundational and new interdisciplinary scholarship on race and media. The course will explore topics such as media production, distribution, markets, representation, and audiences.",202508,American Studies,Grad,1,Eva Hageman,15,15,0,0,2025-08-01
AMST899,Doctoral Dissertation Research,NA,202508,American Studies,Grad,0,NA,0,0,0,0,2025-08-01
AMST323,Filipino American History and Biography,"Cross-listed with: AAST363.
Credit only granted for: AAST363, AMST323, AAST398D, or AMST328J.
Formerly: AAST398D.",202508,American Studies,Undergrad,1,Gemirald Daus,35,33,2,0,2025-08-01
AMST698,Directed Readings in American Studies,NA,202508,American Studies,Grad,0,NA,0,0,0,0,2025-08-01
AMST298C,Introduction to Asian American Studies,"Cross-listed with: AAST200.
Credit only granted for: AAST200 or AMST298C.",202508,American Studies,Undergrad,1,Binod Paudyal,34,0,34,0,2025-08-01
AMST315,Religion in American Culture,"Recommended: AMST101.
Credit only granted for: AMST315 or AMST328R.
Formerly: AMST328R.",202508,American Studies,Undergrad,1,Asim Ali,20,18,2,0,2025-08-01
AMST498J,Asian American Politics,"Cross-listed with: AAST443, GVPT368C.
Credit only granted for: AAST498T, AAST443, GVPT368C or AMST 498J.
Formerly: AAST498T.",202508,American Studies,Undergrad,1,Janelle Wong,30,4,26,0,2025-08-01
AMST857,Museum Scholarship Practicum,"Prerequisite: AMST856, ANTH856, or HIST810.
Restriction: Permission of Museum Scholarship Program required.
Cross-listed with: ANTH857, HIST811, INST787.
Credit only granted for: AMST857, ANTH857, HIST811, INST728I or INST787.",202508,American Studies,Grad,1,Paul Jaeger,12,10,2,0,2025-08-01
AMST601,Introductory Theories and History in American Studies,Restriction: Must not be a Graduate Advanced Special Student.,202508,American Studies,Grad,1,Bayley Marquez,10,10,0,0,2025-08-01
AMST328A,"Perspectives on Identity and Culture; Liberation Movements: History, Theory, Strategy","Restriction: By department permission. Students should submit one paragraph describing their interest in the course to the instructor.

This course is intended as a gathering place and thought laboratory for people passionate about activism, community organizing, grassroots movement-building, social transformation, and struggles for liberation. We will read movement manifestoes, theories and histories of revolutionary struggles, mission statements of social justice organizations, and (auto)biographies of leaders. We will also watch and listen to footage of protests, documentary films depicting liberation struggles, and protest music scoring such struggles. The curriculum spans Abolitionism, Civil Rights, Second-Wave Feminism, Black Power, Indigenous Sovereignty, Gay Liberation, Anti-Colonialism, Third World Liberation, Reproductive Justice, Environmental Justice, Anti-Apartheid, Labor Rights, Occupy, Arab Spring, Black Lives Matter, Palestinian Solidarity, and other movements-emphasizing the roles of young people and students. Throughout, we will chart the histories of these movements; theorize their characteristics; assess their strengths and shortcomings; and hone our own strategies for collective resistance and liberation.",202508,American Studies,Undergrad,1,La Marr Bruce,20,20,0,0,2025-08-01
AMST898,Pre-Candidacy Research,NA,202508,American Studies,Grad,0,NA,0,0,0,0,2025-08-01
ENCE672,Regional Transportation Planning,"Factors involved and the components of the process for planning statewide and regional transportation systems, encompassing all modes. Transportation planning studies, statewide traffic models, investment models, programming and scheduling.",202508,"Engineering, Civil",Grad,1,Paul Schonfeld,29,28,1,0,2025-08-01
ENCE664,Legal Aspects of Engineering Design and Construction,"Examines ways in which the legal system affects the design and construction process. Focuses on contract types and the relationships between the parties in different delivery systems. Covers basics of procurement protocols along with negotiating techniques and strategies. Topics include contract law, the relationships between the parties, tort and negligence law, and the statutory principles affecting construction.",202508,"Engineering, Civil",Grad,2,Mark Groff; Thomas Powell; Thomas Barham,40,30,10,0,2025-08-01
ENCE633,Assessment of Natural Hazards for Engineering Applications,"Prerequisite: ENCE302.
Jointly offered with: ENCE433.
Credit only granted for: ENCE633 or ENCE433.",202508,"Engineering, Civil",Grad,1,Michelle Bensi,15,15,0,1,2025-08-01
ENCE799,Master's Thesis Research,Majors only. Other majors require permission of department.,202508,"Engineering, Civil",Grad,0,NA,0,0,0,0,2025-08-01
ENCE424,Communication for Project Managers,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management minor; or must be in the Project Management minor.
Jointly offered with: ENCE614.
Credit only granted for: ENCE424 or ENCE614.",202508,"Engineering, Civil",Undergrad,1,Shana Webster-Trotman,25,8,17,2,2025-08-01
ENCE465,Civil and Environmental Engineering Design I,"Prerequisite: ENCE201 and ENCE215.
Restriction: Permission of the ENGR-Civil & Environmental Engineering Department.",202508,"Engineering, Civil",Undergrad,1,Deb Niemeier,120,44,76,0,2025-08-01
ENCE432,Ground Water Hydrology,Prerequisite: ENCE305; and permission of ENGR-Civil & Environmental Engineering department.,202508,"Engineering, Civil",Undergrad,1,Kaye Brubaker,42,22,20,0,2025-08-01
ENCE613,Structural Dynamics,Formerly: ENCE653.,202508,"Engineering, Civil",Grad,1,Yunfeng Zhang,25,24,1,1,2025-08-01
ENCE310,Introduction to Environmental Engineering,Prerequisite: PHYS260 and ENCE215; and permission of ENGR-Civil & Environmental Engineering department.,202508,"Engineering, Civil",Undergrad,1,Guangbin Li,30,23,7,2,2025-08-01
ENCE652,Microbiological Principles of Environmental Engineering,"Credit only granted for: ENCE637 or ENCE652.
Formerly: ENCE637.",202508,"Engineering, Civil",Grad,1,Guangbin Li,20,18,2,2,2025-08-01
ENCE215,Engineering for Sustainability,Prerequisite: CHEM135; or students who have taken courses with comparable content may contact the department; and permission of ENGR-Civil & Environmental Engineering Department.,202508,"Engineering, Civil",Undergrad,2,Natasha Almeida e Andrade,72,70,2,4,2025-08-01
ENCE444,Experimental Methods in Geotechnical Structural Engineering,Prerequisite: ENCE353 and ENCE340; and permission of ENGR-Civil & Environmental Engineering department.,202508,"Engineering, Civil",Undergrad,2,Ahmet Aydilek; Yunfeng Zhang,24,6,18,0,2025-08-01
ENCE688T,Advanced Topics in Civil Engineering; Disaster Resilience Seminar,"This seminar with address varied topics in identifying, analyzing, assessing, and managing engineered systems resilient to natural, anthropogenic, and other hazards. This seminar series comprises guest lectures and internal faculty and student presentations on topics related to disaster resilience. Examples are drawn from foundational concepts; hazard science; planning, engineering, and design; risk and resilience assessment; and implementation.",202508,"Engineering, Civil",Grad,1,Michelle Bensi,25,25,0,0,2025-08-01
ENCE433,Assessment of Natural Hazards for Engineering Applications,"Prerequisite: ENCE302.
Jointly offered with ENCE633.
Credit only granted for: ENCE433 or ENCE633.",202508,"Engineering, Civil",Undergrad,1,Michelle Bensi,15,11,4,1,2025-08-01
ENCE370,Introduction to Transportation Engineering and Planning,"Prerequisite: ENCE201, PHYS260, and PHYS261; and permission of ENGR-Civil & Environmental Engineering department.",202508,"Engineering, Civil",Undergrad,1,Instructor: TBA,60,42,18,1,2025-08-01
ENCE489L,Special Problems in Civil Engineering; Risk Analysis in Engineering and Economics,"Cross-listed with ENCE620, ENRE648M, and ENSE698R. Credit only granted for ENCE489L, ENCE620, ENRE648M, or ENSE698R.",202508,"Engineering, Civil",Undergrad,1,Bilal Ayyub,20,19,1,1,2025-08-01
ENCE300,Fundamentals of Engineering Materials,Prerequisite: ENES220; and permission of ENGR-Civil & Environmental Engineering department.,202508,"Engineering, Civil",Undergrad,3,Dimitrios Goulias,54,40,14,0,2025-08-01
ENCE662,Introduction to Project Management,"Introduction to project management including: overview and concepts of project management (principles, body of knowledge, strategies); planning successful projects (defining, specifying, delivery options, scheduling, budgeting); implementing (organizing the team, work assignments, team building, effective leadership); executing (performance measurement, maintaining the schedule, adjustments/mid-course corrections, record keeping, status reporting, communications, managing conflict, time management); and closeout(performance measurement, maintaining the schedule, adjustments/mid-course corrections, record keeping, status reporting, communications, managing conflict, time management).",202508,"Engineering, Civil",Grad,2,John Johnson,60,53,7,3,2025-08-01
ENCE320,Introduction to Project Management,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A James Clark School of Engineering.
Credit only granted for: BMGT485, ENCE320, ENCE325, INST408O or INST453.",202508,"Engineering, Civil",Undergrad,1,John Johnson,75,67,8,2,2025-08-01
ENCE422,Project Cost Accounting and Economics,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management Minor; or must be in the Project Management Minor.",202508,"Engineering, Civil",Undergrad,1,Qingbin Cui,60,38,22,1,2025-08-01
ENCE423,"Project Planning, Estimating & Scheduling",Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management Minor; or must be in the Project Management Minor. And permission of ENGR-Civil & Environmental Engineering department.,202508,"Engineering, Civil",Undergrad,1,Kenneth O'Connell,40,17,23,0,2025-08-01
ENCE360,Analysis of Civil Engineering Systems,Prerequisite: ENCE201 and MATH140; and permission of ENGR-Civil & Environmental Engineering department.,202508,"Engineering, Civil",Undergrad,2,Ali Haghani,72,39,33,0,2025-08-01
ENCE622,Construction Automation & Robotics,"Covers advanced technologies leading to redesign and partial or full automation of selected construction processes utilizing industrial robotics. Lectures and presentations will cover topics such as basic robotic technology (robot kinematics and dynamics, industrial manipulators, mobility bases, end effectors, sensors, control systems, and robot task programming), design of automated construction processes, selection of means and methods for automated construction processes, robot ergonomics and safety, calculation of costs and benefits of construction robots in selected applications, engineering and economic feasibility of automation and robotics in the construction industry.",202508,"Engineering, Civil",Grad,1,Miroslaw Skibniewski,25,22,3,0,2025-08-01
ENCE205,Biology for Civil and Environmental Engineers,"Prerequisite: MATH140 or equivalent.
Restriction: Must be in the Civil Engineering program; or permission of the Civil and Environmental Engineering Department.
Credit only granted for: BIOE120 or ENCE205.",202508,"Engineering, Civil",Undergrad,2,Birthe Kjellerup Shirtliff,20,10,10,0,2025-08-01
ENCE340,Fundamentals of Geotechnical Engineering,Prerequisite: ENES220; and permission of ENGR-Civil & Environmental Engineering department.,202508,"Engineering, Civil",Undergrad,1,Ahmet Aydilek,57,37,20,1,2025-08-01
ENCE602,Project Procurement Management,"Fundamental concepts and techniques for project acquisition and procurement are presented. Students are introduced to the PMBOK Guide six-step procurement process and expected to develop an in-depth understanding of project evaluation, planning, financing, contracting, negotiation, and procurement execution. It will also cover emerging methods, principles, and practices in infrastructure project procurement, including Public-Private Partnerships, Carbon project procurement, and Clean Development Mechanism.",202508,"Engineering, Civil",Grad,1,Qingbin Cui,17,12,5,1,2025-08-01
ENCE614,Communications for Project Managers,"Restriction: Must be enrolled in the A. James Clark School of Engineering or the School of Architecture.
Jointly offered with: ENCE424.
Credit only granted for: ENCE424 or ENCE614.",202508,"Engineering, Civil",Grad,1,Shana Webster-Trotman,5,0,5,0,2025-08-01
ENCE454,Design of Concrete Structures,"Prerequisite: ENCE353; and permission of ENGR-Civil & Environmental Engineering department.
Formerly: ENCE451.",202508,"Engineering, Civil",Undergrad,2,Peter Chang,55,20,35,0,2025-08-01
ENCE100,Introduction to Civil and Environmental Engineering,"An overview of the department of Civil and Environment Engineering. Students are introduced to the undergraduate curriculum and will be exposed to other undergraduate and graduate students at various points in their program. The course blends panel presentations by seniors and graduate students, faculty and practitioners with a project and book review to be performed by the students.",202508,"Engineering, Civil",Undergrad,1,Natasha Almeida e Andrade,110,106,4,1,2025-08-01
ENCE302,Probability and Statistics for Civil and Environmental Engineers,Prerequisite: MATH246 and ENCE201; and permission of ENGR-Civil & Environmental Engineering department.,202508,"Engineering, Civil",Undergrad,2,Allison Reilly,80,64,16,2,2025-08-01
ENCE640,Advanced Soil Mechanics,Prerequisite: ENCE340; or students who have taken courses with comparable content may contact the department.,202508,"Engineering, Civil",Grad,1,Jongwan Eun,25,24,1,0,2025-08-01
ENCE441,Foundation Design,Prerequisite: ENCE340; and permission of ENGR-Civil & Environmental Engineering department.,202508,"Engineering, Civil",Undergrad,1,Mohamed Aggour,70,32,38,0,2025-08-01
ENCE898,Pre-Candidacy Research,NA,202508,"Engineering, Civil",Grad,0,NA,0,0,0,0,2025-08-01
ENCE620,Risk Analysis in Engineering and Economics,"Prerequisite: ENCE302.
Credit only granted for: ENCE489L, ENCE620, ENRE648M, or ENSE698R.",202508,"Engineering, Civil",Grad,1,Bilal Ayyub,20,19,1,2,2025-08-01
ENCE899,Doctoral Dissertation Research,Majors only. Other majors require permission of department.,202508,"Engineering, Civil",Grad,0,NA,0,0,0,0,2025-08-01
ENCE688I,Advanced Topics in Civil Engineering; Discrete Choice Analysis,NA,202508,"Engineering, Civil",Grad,1,Cinzia Cirillo,20,20,0,0,2025-08-01
ENCE426,Construction Documentation and BIM Applications in Engineering and Construction,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management Minor; or must be in the Project Management Minor.",202508,"Engineering, Civil",Undergrad,2,Kiley Wilfong Cullen,80,59,21,1,2025-08-01
ENCE666,Cost Engineering and Control,"Analytical techniques to estimate and control project costs, including site investigation, quantity takeoff, work analysis, and bid preparation. Systematic cost control as related to job production and historical data. Includes the fundamentals of different types of cost estimating, the appropriate use of each, and examination of popular software. This course is designed to help students develop the ability to utilize techniques of cost estimating, cost and schedule control and project management as they apply to engineering and construction work. Students will understand why it is crucial to understand the various types of cost estimating and the appropriate use of each, activity-based costing, conceptual estimating and budgeting, unit cost estimating, parametric estimating, detailed estimating, learning curves and progress functions.",202508,"Engineering, Civil",Grad,1,Neil Schulman,30,25,5,1,2025-08-01
ENCE689,Seminar,Majors only. Other majors require permission of department.,202508,"Engineering, Civil",Grad,0,NA,0,0,0,4,2025-08-01
ENCE670,Highway Traffic Characteristics and Measurements,"The study of the fundamental traits and behavior patterns of road users and their vehicles in traffic. The basic characteristics of the pedestrian, the driver, the vehicle, traffic volume and speed, stream flow and intersection operation, parking, and accidents.",202508,"Engineering, Civil",Grad,1,Gang-Len Chang,29,28,1,0,2025-08-01
ENCE627,Project Risk Management,Restriction: Must not have completed ENCE627.,202508,"Engineering, Civil",Grad,1,Gregory Baecher,40,37,3,1,2025-08-01
ENCE650,Process Dynamics in Environmental Systems,Formerly: ENCE636.,202508,"Engineering, Civil",Grad,1,Allen Davis,20,19,1,0,2025-08-01
ENCE200,Civil Engineering Graphics for Design and Construction,"Prerequisite: ENES100, MATH141, and ENES102; and permission of ENGR-Civil & Environmental Engineering department.",202508,"Engineering, Civil",Undergrad,2,Frank White,80,77,3,0,2025-08-01
