id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count,term_cleaned
EDCP798D,Special Problems in Counseling and Personnel Services; Data Analysis and Scholarly Writing,NA,202412,Education Counseling and Personnel Services,Grad,1,Michelle Espino,15,0,15,0,2024-12-01
EDCP799,Master's Thesis Research,NA,202412,Education Counseling and Personnel Services,Grad,0,NA,0,0,0,3,2024-12-01
EDCP889,Internship in Counseling and Personnel Services,NA,202412,Education Counseling and Personnel Services,Grad,0,NA,0,0,0,0,2024-12-01
EDCP743,Developmental Psychopathology,"Restriction: Must be in Counseling and Personnel Services (Doctoral) program; or permission of instructor.
Credit only granted for: EDCP789Q or EDCP743.
Formerly: EDCP789Q.",202412,Education Counseling and Personnel Services,Grad,1,Meghan Green,10,5,5,0,2024-12-01
EDCP888,Apprenticeship in Counseling and Personnel Services,NA,202412,Education Counseling and Personnel Services,Grad,0,NA,0,0,0,0,2024-12-01
EDCP694,Student Leadership Development,"Credit only granted for: EDCP694 or EDCP789D.
Formerly: EDCP789D.",202412,Education Counseling and Personnel Services,Grad,1,Brittany Devies,20,16,4,0,2024-12-01
EDCP789C,Advanced Topics in Counseling and Personnel Services; Student Activism in American Higher Education,NA,202412,Education Counseling and Personnel Services,Grad,1,Marinel Martinez-Benyarko,10,7,3,0,2024-12-01
EDCP899,Doctoral Dissertation Research,NA,202412,Education Counseling and Personnel Services,Grad,0,NA,0,0,0,0,2024-12-01
EDCP620,Introduction to Mental Disorders,"Credit only granted for: EDCP789W or EDCP620.
Formerly: EDCP789W.",202412,Education Counseling and Personnel Services,Grad,1,Samantha Reaves,36,27,9,0,2024-12-01
EDCP898,Pre-Candidacy Research,NA,202412,Education Counseling and Personnel Services,Grad,0,NA,0,0,0,0,2024-12-01
EDCP888A,Apprenticeship in Counseling and Personnel Services,NA,202412,Education Counseling and Personnel Services,Grad,1,Julie Park,1,1,0,0,2024-12-01
EDCP498,Special Problems in Counseling and Personnel Services,NA,202412,Education Counseling and Personnel Services,Undergrad,1,Candace Moore,5,5,0,0,2024-12-01
CCJS100,Introduction to Criminal Justice,"Introduction to the administration of criminal justice in a democratic society, with emphasis on the theoretical and historical development of law enforcement. The principles of organization and administration for law enforcement; functions and specific activities; planning and research; public relations; personnel and training; inspection and control; direction; policy formulation.",202412,Criminology and Criminal Justice,Undergrad,1,Dixin Li,40,21,19,10,2024-12-01
CCJS225,Responses to Violence,"What are the dimensions of violence in the United States and worldwide, and how has humanity responded to violence? Conflict is unfortunately resolved through violence in a number of settings. It ranges from interpersonal to international in its scope. This course investigates the strengths and weaknesses of a number of resolutions to reducing violence over the course of history using both state centered and informal control.",202412,Criminology and Criminal Justice,Undergrad,1,Justine Madoo; Kyle Dorsey,40,2,38,6,2024-12-01
CCJS398,Law Enforcement Field Training,Prerequisite: junior standing. Majors only.,202412,Criminology and Criminal Justice,Undergrad,0,NA,0,0,0,2,2024-12-01
CCJS418K,Seminar in Criminology and Criminal Justice; Police-Community Relations,"An examination of the relationship between the police and the communities they serve.

Prerequisite: CCJS100, CCJS105, and CCJS300",202412,Criminology and Criminal Justice,Undergrad,1,Toryn Sperry,40,25,15,0,2024-12-01
CCJS359,Field Training in Criminology and Corrections,"Prerequisites: (CCJS 105 or CRIM 220) and (CCJS 350 or CRIM 450), majors only and permission of department.",202412,Criminology and Criminal Justice,Undergrad,0,NA,0,0,0,2,2024-12-01
CCJS325,Slavery in the Twenty First Century: Combating Human Trafficking,"What is human trafficking and how do we stop it? An introduction to the trafficking of human beings in its historical, legal, economic, political and social contexts. Scope of the global problem, different forms of human trafficking, and regional trends and practices. Roles of government, the international community and individual actors. Strategies to combat trafficking.",202412,Criminology and Criminal Justice,Undergrad,1,Brett Lacey,40,8,32,3,2024-12-01
CCJS450,Advanced Juvenile Delinquency,"Prerequisite: CCJS105 and CCJS300.
Credit only granted for: CCJS350 or CCJS450.",202412,Criminology and Criminal Justice,Undergrad,1,Justine Madoo,40,11,29,7,2024-12-01
CCJS105,Introduction to Criminology,"Criminal behavior and the methods of its study; causation; typologies of criminal acts and offenders; punishment, correction and incapacitation; prevention of crime.",202412,Criminology and Criminal Justice,Undergrad,1,Daniel Fredes Garcia,40,28,12,7,2024-12-01
CCJS345,Courts and Sentencing,"Prerequisite: CCJS100.
Restriction: Must be in a major within the BSOS-Criminology & Criminal Justice department.",202412,Criminology and Criminal Justice,Undergrad,1,Cortney Fisher,40,30,10,6,2024-12-01
HLTH471,Women's Health,"Restriction: Must be in a program in the Harriet Tubman Department of Women, Gender, and Sexuality Studies; or must be in a major within SPHL-Behavioral & Community Health department.
Cross-listed with: WGSS471.
Credit only granted for: HLTH471, WMST471, or WGSS471..
Formerly: WMST471.",202412,Health,Undergrad,1,M Reynolds,60,50,10,0,2024-12-01
HLTH124,Introduction to Behavioral and Community Health,Restriction: Must be in a major within the SPHL-Behavioral & Community Health department.,202412,Health,Undergrad,1,M Reynolds,40,27,13,0,2024-12-01
HLTH688,Special Problems in Health Education,NA,202412,Health,Grad,16,Kirsten Stoebenau; Kerry Green; Bradley Boekeloo; Sharon Desmond; Craig Fryer; Min Wang; Barbara Curbow; Mary Garza; Evelyn King-Marshall; Dina Borzekowski; Cheryl Knott; Amelia Arria; James Butler; Elizabeth Aparicio; Donna Howard,87,87,0,1,2024-12-01
HLTH234H,Global Health Messages: Understanding Exposure & Impact,Restriction: Must not be in the Community Health program.,202412,Health,Undergrad,1,Angshuman Kashyap,5,4,1,0,2024-12-01
HLTH898,Pre-Candidacy Research,NA,202412,Health,Grad,18,Faika Zanjani; Kirsten Stoebenau; Bradley Boekeloo; Kerry Green; Robert Gold; Devlon Jackson; Craig Fryer; Min Wang; Cynthia Baur; Evelyn King-Marshall; Dina Borzekowski; Cheryl Knott; Elizabeth Aparicio; Amelia Arria; James Butler; Alice Horowitz; Barbara Curbow; Donna Howard,90,87,3,0,2024-12-01
HLTH899,Doctoral Dissertation Research,NA,202412,Health,Grad,3,Kenneth Beck; Robert Feldman; Barbara Curbow,15,15,0,0,2024-12-01
HLTH377,Human Sexuality,"The biological and developmental aspects of human sexuality; the psychological and emotional aspects of sexual behavior; sexual identity; the historical, cultural, social, linguistic, legal and moral forces affecting sexual issues; the importance of communication, disclosure and intimacy in interpersonal relationships; and research trends in the area of human sexuality.",202412,Health,Undergrad,1,Jenna Messman,200,135,65,2,2024-12-01
HLTH140,Personal and Community Health,"Meaning and significance of physical, mental and social health as related to the individual and to society; important phases of national health problems; constructive methods of promoting health of the individual and the community.",202412,Health,Undergrad,1,Tracy Zeeger,60,47,13,0,2024-12-01
HLTH264,Tweets & Likes: Digital Health & Social Media,Restriction: Must not be in the Community Health program.,202412,Health,Undergrad,1,Azieb Kidanu,40,35,5,0,2024-12-01
HLTH432,Medical Terminology,"Credit only granted for: HLTH432 or HLTH498T.
Formerly: HLTH498T.",202412,Health,Undergrad,1,Katherine Sharp,175,93,82,0,2024-12-01
HLTH234,Global Health Messages: Understanding Exposure & Impact,Restriction: Must not be in the Community Health program.,202412,Health,Undergrad,1,Angshuman Kashyap,25,0,25,0,2024-12-01
HLTH366,Behavioral and Community Issues in Public Health,"Prerequisite: HLTH130, HLTH230, PSYC100, SOCY100, SOCY105, or ANTH260.
Restriction: Must be in Public Health Science program; or permission of SPHL-Behavioral & Community Health department. And must have earned a minimum of 45 credits.
Additional information: This course will initially be restricted to Public Health Science (PHSC) majors, but could ultimately be opened to other majors, particularly those in HLTH.",202412,Health,Undergrad,1,Evelyn King-Marshall,45,5,40,2,2024-12-01
GEOG272,Introduction to Earth Observation Science,"Credit only granted for: GEOG272 or GEOG372.
Formerly: GEOG372.",202412,Geographical Sciences,Undergrad,1,Yiming Zhang,25,17,8,1,2024-12-01
GEOG655,Spatial Database System,"Prerequisite: GEOG653.
Restriction: Must be in Geospatial Information Sciences (Master's) program; or must be in Graduate Certificate: Professional Studies-Geospatial Information Sciences.",202412,Geographical Sciences,Grad,2,Xin Tao,60,23,37,0,2024-12-01
GEOG140,"Natural Disasters: Earthquakes, Floods, and Fires","Catastrophic Environmental Events (CCE) that are becoming more common in this time of global environmental change and it is essential that today's students be equipped with the knowledge and skills to be leaders as we, as a society, understand the upheaval that these CCEs are causing. Students will examine how CEEs shape human society and ecosystem from the interdisciplinary perspective afforded by the field of Geography. Students will use the latest geographic science concepts and techniques in exploring these events. Using satellite imagery they will gain a multi-scale perspective of the ecological and societal aspects of the events.",202412,Geographical Sciences,Undergrad,1,Keith Yearwood,65,44,21,7,2024-12-01
GEOG385,Internship in Geography II,"Prerequisite: GEOG211, GEOG306, GEOG212, and GEOG201; and must have completed a Junior (Professional) English course.
Restriction: Must be in Geography program.",202412,Geographical Sciences,Undergrad,2,Keith Yearwood,10,10,0,0,2024-12-01
GEOG130,Development Geography: Environmental & Social Justice,"The geography of economic, social, and environmental well-being and inequality. The course will provide an integrated perspective on the causes, interconnections, and consequences across time and space of, among others, globalization, climate change, poverty, employment, migration and urban growth, agricultural productivity, rural development, policies and international trade. Portraits of selected countries and regions will be developed.",202412,Geographical Sciences,Undergrad,1,Byron Marroquin,25,14,11,6,2024-12-01
GEOG665,Algorithms for Geospatial Intelligence Analysis,"Recommended: Students taking the course must be familiar with data structures, basic GIS and RS concepts, and demonstrate basic understanding of using GIS and RS software.
Restriction: Permission of BSOS-Geography department; or must be enrolled in Geographical Sciences MPS or graduate certificate program.",202412,Geographical Sciences,Grad,2,Ruibo Han,40,26,14,0,2024-12-01
GEOG330,As the World Turns: Society and Sustainability in a Time of Great Change,"Credit only granted for: GEOG330, GEOG360, or GEOG362.
Formerly: GEOG362.",202412,Geographical Sciences,Undergrad,1,Rachel Lamb,50,35,15,3,2024-12-01
GEOG664,GEOINT Systems and Platforms,"There are numerous systems and platforms that support the collection, visualization and dissemination of Geospatial Intelligence (GEOINT). Platforms such as satellites and aircraft carry sensors systems that can detect both physical and man-made objects on the earth. Ground-based processing systems are used to analyze and visualize sensor data, and also to create and disseminate GEOINT products that guide decision-making. In this course you will learn how to develop and implement source-to-screen GEOINT workflows, and will understand how to use a system of systems approach to describe the programmatic and technical strengths and weaknesses of many different GEOINT systems and platforms.",202412,Geographical Sciences,Grad,2,Jonathon Hathaway,40,24,16,0,2024-12-01
GEOG170,Mapping our Digital World,"Introduction to technical methods used in gathering, analyzing, and mapping geospatial information for applications such as urban mobility, environmental monitoring, situational awareness, and disaster management. Topics include Geographic Information Systems (GIS), cartography, map projections, satellite and airborne remote sensing, the global positioning system (GPS), and introductory statistics and probability. The course is a gateway to more advanced technical classes in geospatial science.",202412,Geographical Sciences,Undergrad,1,Rachel Marks,25,18,7,4,2024-12-01
GEOG384,Internship in Geography I,"Prerequisite: GEOG211, GEOG306, GEOG212, and GEOG201; and (ENGL393 or ENGL390).
Restriction: Must be in Geography program.",202412,Geographical Sciences,Undergrad,2,Keith Yearwood,15,14,1,2,2024-12-01
GEOG306,Introduction to Quantitative Methods for the Geographical Environmental Sciences,"Essentials in the quantitative analysis of spatial and other data, with a particular emphasis on statistics and programming. Topics include data display, data description and summary, statistical inference and significance tests, analysis of variance, correlation, regression, and some advanced concepts, such as matrix methods, principal component analysis, and spatial statistics. Students will develop expertise in data analysis using advanced statistical software.",202412,Geographical Sciences,Undergrad,1,Robyn Gausman-Burnett,25,21,4,4,2024-12-01
GEOG202,Introduction to Human Geography,"Introduction to what geographers do and how they do it. Systematic study of issues regarding social and cultural systems from a global to a local scale. Looks at the distribution of these variables and answers the question ""Why here, and not there""?",202412,Geographical Sciences,Undergrad,1,Tavis Mansfield,25,19,6,4,2024-12-01
GEOG201,Geography of Environmental Systems,"A systematic introduction to the processes and associated forms of the atmosphere and earth's surfaces emphasizing the interaction between climatology, hydrology and geomorphology.",202412,Geographical Sciences,Undergrad,1,Amanda Hall,45,15,30,5,2024-12-01
GEOG651,Spatial Statistics,Restriction: Must be in Geospatial Information Sciences (Master's) program; or must be in Graduate Certificate: Professional Studies-Geospatial Information Sciences.,202412,Geographical Sciences,Grad,2,Xin Tao,40,29,11,1,2024-12-01
GEOG276,Principles of Python Programming and Geocomputing,"Introduces conceptual and practical aspects of scientific computing using the Python programming language. The main focus is on developing proficiency for the basic elements of the development environment, foundational syntax including variables, logical operators, looping, conditional statements, nesting, and common programming patterns for mathematical and textual computing. In addition, essential data structures and functionality for scientific computing, such as arrays, dataframes, and data visualization will be introduced. Throughout the course, students will also become exposed to various applications in the domain of the social and environmental sciences.",202412,Geographical Sciences,Undergrad,1,Zhihao Wang,25,20,5,3,2024-12-01
GEOG373,Geographic Information Systems,"Characteristics and organization of geographic data; creation and use of digital geospatial databases; metadata; spatial data models for thematic mapping and map analysis; use of geographic information system in society, government, and business. Practical training with use of advanced software and geographic databases.",202412,Geographical Sciences,Undergrad,1,Naijun Zhou,25,7,18,2,2024-12-01
GEOG646,Programming for GIS,"Additional information: This class is recommended for all MSGIS students who have no prior computer programming background as well as those who wish to have additional practice. The skills learned in this class will be useful for more advanced courses such as GEOG656 (Programming and Scripting for GIS), GEOG657 (Web Programming), and GEOG650 (Mobile GIS).",202412,Geographical Sciences,Grad,2,Jonathan Resop,40,20,20,3,2024-12-01
GEOG899,Doctoral Dissertation Research,NA,202412,Geographical Sciences,Grad,2,Chengquan Huang; Dongdong Wang,10,10,0,0,2024-12-01
GEOG211,Geography of Environmental Systems Laboratory,"Prerequisite: Must have completed or be concurrently enrolled in GEOL120, GEOL100, or GEOG201.",202412,Geographical Sciences,Undergrad,1,Baobao Liu,45,19,26,1,2024-12-01
GEOG498,Topical Investigations,NA,202412,Geographical Sciences,Undergrad,0,NA,0,0,0,13,2024-12-01
GEOG660,Advanced Remote Sensing Using Lidar,"Prerequisite: GEOG652.
Recommended: GEOG656 and GEOG654.
Credit only granted for: GEOG660 or GEOG788G.
Formerly: GEOG788G.",202412,Geographical Sciences,Grad,2,Jonathan Resop,40,21,19,2,2024-12-01
HEBR298O,Jewish Languages in America,"Cross-listed with: JWST285.
Credit only granted for: JWST285, JWST219O or HEBR298O.
Formerly: JWST219O.",202412,Hebrew,Undergrad,1,Avital Karpman,15,13,2,0,2024-12-01
ARTH330,Seventeenth-Century European Art,"Painting, sculpture and architecture concentrating on Italy, Spain, France, and England.",202412,Art History & Archaeology,Undergrad,1,Hannah Prescott,30,23,7,1,2024-12-01
ARTH201,Art and Society in the West from the Renaissance to the Present,"Examines representative European and American works of art from the later Middle Ages to the present, highlighting the dynamic exchange between artistic and cultural traditions both within periods and across time.",202412,Art History & Archaeology,Undergrad,1,Ashley Cope,30,24,6,2,2024-12-01
ARTH200,Art and Society in Ancient and Medieval Europe and the Mediterranean,"Examines the material culture and visual expressions of Mediterranean and European societies from early times until ca. 1300 CE, emphasizing the political, social, and religious context of the works studied, the relationships of the works to the societies that created them, and the interrelationship of these societies.",202412,Art History & Archaeology,Undergrad,1,Tony Cui,30,21,9,5,2024-12-01
ARTH359B,Film as Art; FILMS OF QUENTIN TARANTINO,NA,202412,Art History & Archaeology,Undergrad,1,Greg Metcalf,30,14,16,1,2024-12-01
ENES664,Business Modeling and Customer Validation,Restriction: Must be in the Product Management or the Technology Entrepreneurship and Corporate Innovation Master of Professional Studies programs; or permission of Maryland Technology Enterprise Institute.,202412,Engineering Science,Grad,1,James Green,40,18,22,0,2024-12-01
ENES232,Thermodynamics,"Prerequisite: PHYS261 and PHYS260.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering.
Credit only granted for: BIOE232, CHBE301, ENCH300, ENES232, ENME320, or ENME232.
Formerly: ENME232 and ENME320.",202412,Engineering Science,Undergrad,2,Kevin Calabro; Catherine Hamel,60,12,48,2,2024-12-01
ENES463,Strategies for Managing Innovation,"Restriction: Permission of ENGR-Maryland Technology Enterprise Institute.
Credit only granted for: ENES463, BMGT467, SMLP473 or HLMN472.
Additional information: Course may not be used to fulfill any BMGT major or minor program requirement.",202412,Engineering Science,Undergrad,1,Sharon Flank,75,27,48,1,2024-12-01
ENES102,Mechanics I,"Corequisite: MATH140.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering.
Formerly: ENES110.",202412,Engineering Science,Undergrad,2,Aris Cleanthous; Thomas Beigel,60,18,42,3,2024-12-01
ENES677,Data Analysis and Decision Making,Restriction: Must be in the Product Management Master of Professional Studies program; or permission of Maryland Technology Enterprise Institute.,202412,Engineering Science,Grad,1,Gregory Baecher,50,39,11,0,2024-12-01
ENES460,Fundamentals of Technology Start-Up Ventures,"Restriction: Permission of ENGR-Maryland Technology Enterprise Institute.
Credit only granted for: ENES460, BMGT461, SMLP470 or HLMN470.
Additional information: Course may not be used to fulfill any BMGT major or minor program requirement.",202412,Engineering Science,Undergrad,1,James Green,100,11,89,0,2024-12-01
ENES676,Negotiation and Problem-Solving,Restriction: Must be in the Product Management Master of Professional Studies program; or permission of Maryland Technology Enterprise Institute.,202412,Engineering Science,Grad,1,Cynthia Gayton,40,21,19,0,2024-12-01
ENES197,The Fault in Our Data: What Counts and Who's Counting,"Prerequisite: MATH113 or equivalent.
Recommended: MATH115.",202412,Engineering Science,Undergrad,1,Kevin Chiu,40,26,14,0,2024-12-01
ENES221,Dynamics,"Prerequisite: Minimum grade of C- in ENES102; and (MATH141 and PHYS161).
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering.",202412,Engineering Science,Undergrad,1,Patrick McAvoy,50,22,28,4,2024-12-01
ENES671,Legal Aspects of Entrepreneurship,Restriction: Must be in the Technology Entrepreneurship and Corporate Innovation Master of Professional Studies program; or permission of Maryland Technology Enterprise Institute.,202412,Engineering Science,Grad,1,Babak Akhlaghi,25,14,11,0,2024-12-01
ENES667,Market Development and Commercialization,Restriction: Must be in the Product Management or the Technology Entrepreneurship and Corporate Innovation Master of Professional Studies programs; or permission of Maryland Technology Enterprise Institute.,202412,Engineering Science,Grad,1,David Bosley,40,25,15,0,2024-12-01
ENES200,"Technology and Consequences: Engineering, Ethics and Humanity",Credit only granted for: ENEE200 or ENES200.,202412,Engineering Science,Undergrad,1,Leigha McReynolds,20,0,20,0,2024-12-01
ENES220,Mechanics II,"Prerequisite: Minimum grade of C- in ENES102; and (MATH141 and PHYS161).
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; and must not be in Engineering: Electrical program.",202412,Engineering Science,Undergrad,1,Andres Rubiano Acosta,50,26,24,5,2024-12-01
SPHL709,Reading Public Health Emergencies Through Information and Communication Research and Policy,"This course is an introduction for graduate students in any discipline to key theories, models, and findings on public health emergency public information and communication issues with a special focus on pandemics. The UMD faculty working on the Grand Challenge Pandemic Readiness Initiative (PRI) will provide readings and lead discussions to help students build foundational knowledge on information and communication issues for future coursework and research on public health emergencies. No prerequisites, open to all majors.",202412,Public Health,Grad,1,Cynthia Baur,20,14,6,0,2024-12-01
AASP187,"The New Jim Crow: African-Americans, Mass Incarceration and the Prison Industrial Complex",Recommended: AASP100.,202412,African American Studies,Undergrad,1,Robert Choflet,20,4,16,0,2024-12-01
AASP211,Get Out: The Sunken Place of Race Relations in the Post-Racial Era,"Credit only granted for: AASP298G or AASP211.
Formerly: AASP298G.",202412,African American Studies,Undergrad,1,Shane Walsh,20,1,19,0,2024-12-01
AASP498E,Special Topics in Black Culture; A Critical Understanding of Hip Hop Culture and its Impact on Society,"A critical exploration of Hip Hop and how it transcends race, socioeconomic background, culture, and gender.",202412,African American Studies,Undergrad,1,Solomon Comissiong,20,13,7,0,2024-12-01
AASP498Q,Special Topics in Black Culture; Black Discourse in Digital Media,"Examines the connections between black discourse, oral culture, and traditional media with new digital media technology. Various methods, theoretical approaches, and tools for studying social media and online communication.

Crosslisted with COMM498A. Credit only granted for COMM498A or AASP498Q.

Satisfies elective requirements for the Digital Studies in the Arts and Humanities (DSAH) graduate certificate.",202412,African American Studies,Undergrad,1,Rianna Walcott,30,25,5,0,2024-12-01
AASP230,Social (In)Justice and African-American Health and Well-Being,"African Americans suffer worse outcomes than non-Hispanic whites on nearly every health measure and outcomes that link to overall well-being like depressive symptoms or homicides. Health disparities are experienced by other underrepresented minority groups, but because of the unique historic and current experiences of African Americans, the determinants and solutions to African American health disparities are unique. The premise of this course is that African American health disparities are due to social injustices perpetuated on the institutional level that have permeated the lived experiences of African Americans leading to racial disparities in health and well-being. As such, the solutions on the both policy, and community, level must have a social justice approach.",202412,African American Studies,Undergrad,1,Ashley Newby,20,3,17,2,2024-12-01
AASP100,Introduction to African American Studies,"Significant aspects of the history of African Americans with particular emphasis on the evolution and development of black communities from slavery to the present. Interdisciplinary introduction to social, political, legal and economic roots of contemporary problems faced by blacks in the United States with applications to the lives of other racial and ethnic minorities in the Americas and in other societies.",202412,African American Studies,Undergrad,1,Jason Nichols,25,16,9,5,2024-12-01
AOSC123,Causes and Consequences of Global Change,"Cross-listed with: GEOL123.
Credit only granted for: AOSC123, GEOG123, or GEOL123.",202412,Atmospheric and Oceanic Science,Undergrad,1,Samantha Kemper,40,31,9,14,2024-12-01
AOSC200,Weather and Climate,"Prerequisite: MATH107, MATH110, or MATH115.
Recommended: Concurrent enrollment in AOSC201.",202412,Atmospheric and Oceanic Science,Undergrad,3,Jeffrey Henrikson,90,15,75,30,2024-12-01
AOSC201,Weather and Climate Laboratory,Corequisite: AOSC200.,202412,Atmospheric and Oceanic Science,Undergrad,2,Peter H'Doubler; Katharina Gallmeier; Jeffrey Henrikson; Sarah Loughran,60,2,58,0,2024-12-01
ARTT698A,Directed Graduate Studies in Studio Art,NA,202412,Art Studio,Grad,1,Justin Strom,1,1,0,0,2024-12-01
ARTT456,Motion Design,"Prerequisite: ARTT355, ARTT356, and ARTT357; or permission of ARHU-Art department.",202412,Art Studio,Undergrad,1,Antwon Key,15,8,7,0,2024-12-01
ARTT343,Elements of Printmaking: Screen Printing,"Prerequisite: ARTT200, ARTT210, and ARTT150; or permission of ARHU-Art department.",202412,Art Studio,Undergrad,1,Varvara Tokareva,15,9,6,0,2024-12-01
ARTT698B,Directed Graduate Studies in Studio Art,NA,202412,Art Studio,Grad,1,Shannon Collis,1,1,0,0,2024-12-01
ANTH742,Advanced Methods in CRM,Restriction: Must be in the Cultural and Heritage Resource Management Program (CHRM); or by permission of the Anthropology department.,202412,Anthropology,Grad,1,Lyle Torp,25,3,22,0,2024-12-01
ANTH607,Anthropology and Development,"Jointly offered with: ANTH407.
Credit only granted for: ANTH407 or ANTH607.",202412,Anthropology,Grad,1,Eduardo Fernandez; Christopher Hewlett,20,6,14,1,2024-12-01
ANTH386,Experiential Learning,"Recommended: Completion of advanced courses in relevant subfield of anthropology recommended.
Restriction: Permission of BSOS-Anthropology department; and junior standing or higher; and must be in Anthropology program.",202412,Anthropology,Undergrad,0,NA,0,0,0,0,2024-12-01
ANTH689A,Special Problems in Anthropology,NA,202412,Anthropology,Grad,0,NA,0,0,0,0,2024-12-01
ANTH469J,Advanced Special Topics in Cultural Anthropology; Educational Anthropology,"An exploration of the study of schools, and the roles of students, teachers, families and communities in constructing schooling, from an anthropological and ethnographic perspective.",202412,Anthropology,Undergrad,1,Jacqueline Messing,20,20,0,0,2024-12-01
ANTH260,Introduction to Sociocultural Anthropology and Linguistics,Culture and social relationships in a wide variety of settings from small-scale to complex societies. An overview of how anthropology analyzes human behavior. Particular attention to the relationship between language and culture.,202412,Anthropology,Undergrad,1,Melissa Stevens,25,18,7,4,2024-12-01
ANTH688J,Current Developments in Anthropology; Educational Anthropology,"An exploration of the study of schools, and the roles of students, teachers, families and communities in constructing schooling, from an anthropological and ethnographic perspective.",202412,Anthropology,Grad,1,Jacqueline Messing,20,19,1,0,2024-12-01
ANTH407,Anthropology and Development,"Jointly offered with: ANTH607.
Credit only granted for: ANTH407 or ANTH607.",202412,Anthropology,Undergrad,1,Eduardo Fernandez; Christopher Hewlett,20,18,2,1,2024-12-01
