id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count
AASP313,Black Women in United States History,"Restriction: Sophomore standing or higher.
Cross-listed with: WGSS314.
Credit only granted for: AASP313, WMST314 or WGSS314.
Formerly: WMST314.",202208,African American Studies,,1,Elsa Barkley Brown,40,3,37,
AASP317,Black in Latin America and the Caribbean,"The goal of this course is to have an understanding of race, color, and blackness across the Americas. We will compare and contrast forms of racial categorization, discrimination, and ideologies, whether in the form of nation-building projects, addressing racial inequality, or sexuality and family formation. We will draw primarily on social science perspectives, including the work of sociologists and political scientists.",202208,African American Studies,,1,Chinyere Osuji,30,4,26,
AASP320,Poverty and African American Children,"Credit only granted for: AASP320 or AASP298P.
Formerly: AASP298P.",202208,African American Studies,,1,Cecily Hardaway,25,18,7,
AASP370,Spike Lee's Joints,"Cross-listed with: CINE353.
Credit only granted for: AASP370 or CINE353.",202208,African American Studies,,1,John Drabinski,30,0,30,
AASP386,Experiential Learning,Restriction: Permission of BSOS-African American Studies department; and junior standing or higher.,202208,African American Studies,,1,Marshal Washington,10,10,0,
AASP397,Senior Thesis,Restriction: Permission of BSOS-African American Studies department.,202208,African American Studies,,0,,0,0,0,
AASP398B,Selected Topics in the African Diaspora; Black Immigrants: Challenges and Impacts,"Cross-listed with IMMR319D. Credit only granted for AASP398B or IMMR319D.

How does immigration affect Black communities in the United States? How are foreign Black affected by living in the United States? Students will learn about: US history of immigration policy; pull and push factors driving Black migration; comparisons in socioeconomic outcomes between foreign and native Blacks; and differences between 1st and 2nd generation Black immigrants.",202208,African American Studies,,1,Chinyere Osuji,30,11,19,
AASP398G,"Selected Topics in the African Diaspora; Gender, Labor and Racial Identities in Diaspora Communities",Cross-listed with AMST328K. Credit only granted for AASP398G or AMST328K.,202208,African American Studies,,1,Sharon Harley,15,3,12,
AASP398Q,Selected Topics in the African Diaspora; Black Baltimore in the Post Racial U.S: African American Urban Culture in the Age of Obama,Cross-listed with AMST328M. Credit only granted for AASP398Q or AMST328M.,202208,African American Studies,,1,Robert Choflet,30,19,11,
AASP398V,Selected Topics in the African Diaspora; African American Public History,"Cross-listed with HIST329J and AMST328F. Credit only granted for HIST329J, AASP398V, or AMST328F.

This course analyzes the field of public history through the lens of African American history, considering the myriad ways beyond the classroom that African American history is circulated and consumed by the general public. By examining museums, historic sites, monuments, films and documentaries, and the digital landscape, students will examine and critique how historical narratives focusing on the experiences of peoples of African descent in the United States have been constructed in public spaces.",202208,African American Studies,,1,Dennis Doster,25,20,5,
AASP399,Research in African-American Studies,,202208,African American Studies,,0,,0,0,0,
AASP401,Research Directions in African-American Studies,Restriction: Must have earned a minimum of 90 credits; and must be major in African-American Studies.,202208,African American Studies,,1,Chinyere Osuji,15,15,0,
AASP478E,Humanities Topics in African American Studies; Black Digitalities,Cross-listed with ENGL438B. Credit only granted for ENGL438B or AASP478E.,202208,African American Studies,,1,Marisa Parham,20,2,18,
AASP498J,"Special Topics in Black Culture; Racial Socialization of Children and Adolescents: Theory, Research and Practice",,202208,African American Studies,,1,Angel Dunbar,30,30,0,
AASP498O,"Special Topics in Black Culture; African American and Latino Social, Cultural and Political Relations: 1940 to Present",Cross-listed with USLT498E. Credit granted for AASP498O or USLT498E.,202208,African American Studies,,1,Jason Nichols,30,12,18,
AASP498Y,Special Topics in Black Culture; Black Queer Studies,Cross-listed with LGBT448L. Credit only granted for LGBT448L or AASP498Y.,202208,African American Studies,,1,Sydney Lewis,30,15,15,
AASP499N,Advanced Topics in Public Policy and the Black Community; News Coverage of Racial Issues,Restriction: Junior standing or higher.,202208,African American Studies,,1,Anne Rosen,25,5,20,
AASP499P,Advanced Topics in Public Policy and the Black Community; African-American Politics from Frederick Douglass to Barack Obama,"Jointly offered with GVPT368L. Credit only granted for AASP499P, GVPT368L, or PLCY388B.",202208,African American Studies,,1,Kameron Patterson,30,30,0,
AAST200,Introduction to Asian American Studies,"Cross-listed with: AMST298C.
Credit only granted for: AAST200 or AMST298C.",202208,Asian American Studies,,2,Jennifer Cho; Binod Paudyal,80,1,79,
AAST201,Asian American History,"Cross-listed with: HIST221.
Credit only granted for: AAST201 or HIST221.",202208,Asian American Studies,,1,Patrick Chung,40,0,40,
AAST233,Introduction to Asian American Literature,"Cross-listed with: ENGL233.
Credit only granted for: ENGL233 or AAST233.",202208,Asian American Studies,,1,James Rankin,30,0,30,
AAST262,Asian American Psychology,"Cross-listed with: PSYC262.
Credit only granted for: PSYC262, AAST262 or PSYC489Z.
Formerly: PSYC489Z.",202208,Asian American Studies,,1,Derek Iwamoto,60,2,58,
AAST351,Asian Americans and Media,"Credit only granted for: AAST351, AAST398M or AAST398N.
Formerly: AAST398M, AAST398N.",202208,Asian American Studies,,1,Binod Paudyal,30,1,29,
AAST355,Asian Americans in Film,"Cross-listed with: AMST328W.
Credit only granted for: AAST355, AAST398L or AMST328W.
Formerly: 398L.",202208,Asian American Studies,,1,Jennifer Cho,30,0,30,
AAST363,Filipino American History and Biography,"Cross-listed with: AMST323.
Credit only granted for: AAST363, AMST323, AAST398D, or AMST328J.
Formerly: AAST398D.",202208,Asian American Studies,,1,Gemirald Daus,35,7,28,
AAST378,Experiential Learning,,202208,Asian American Studies,,1,Janelle Wong,2,0,2,
AAST388,Independent Research,,202208,Asian American Studies,,2,Janelle Wong; Binod Paudyal,4,1,3,
AAST394,Growing Up Asian American: The Asian Immigrant Family and the Second Generation,"Cross-listed with: AMST324, IMMR394.
Credit only granted for: AAST394, AAST398E, AMST324, AMST328V, IMMR319G or IMMR394.
Formerly: AAST398E.",202208,Asian American Studies,,1,Yeram Cheong,30,0,30,
AAST498G,Advanced Topics in Asian American Studies; Asian American Women and Gender,,202208,Asian American Studies,,1,Jennifer Cho,20,2,18,
AAST498J,Advanced Topics in Asian American Studies; Asian American Psychology,"Cross-listed with AAST498J. Credit only granted for PSYC489Z or AAST498J.

This course will increase knowledge regarding how socio-cultural influences impact the development and psychological health of Asian Americans. Students will develop a deeper understanding of the role of stereotypes and racism, acculturation, racial identity development, cultural values, gender socialization, behavioral norms, family roles, stressors, and social support systems have on the mental health, well-being, and health of Asian Americans.",202208,Asian American Studies,,1,Instructor: TBA,60,60,0,
AAST498W,Advanced Topics in Asian American Studies; South Asian American Literature and Popular Culture,,202208,Asian American Studies,,1,Binod Paudyal,20,3,17,
AGNR200,AGNR 2+2 Program Extended Orientation Seminar,"Prerequisite: Must be a first semester international student enrolled in the AGNR 2+2 Program.
Restriction: Must be a first year international student enrolled in the College of Agriculture and Natural Resources 2+2 Program.
Additional information: It is strongly recommended that AGNR 2+2 students take AGNR 200 during the first semester at the University. One class meeting per week. This courses is initiated by International Programs and will be coordinated in conjunction with the College of AGNR.",202208,Agriculture and Natural Resources,,1,Ann Leger,25,25,0,
AGNR301,Sustainability,"Cross-listed with: PLCY301.
Credit only granted for: AGNR301, PUAF301, or PLCY301.
Formerly: PUAF301.",202208,Agriculture and Natural Resources,,1,Caroline Boules,165,2,163,
AGNR388,Honors Thesis Research,,202208,Agriculture and Natural Resources,,1,Evelyn Cooper,5,5,0,
AGNR499,Special Problems; Special Problems,,202208,Agriculture and Natural Resources,,1,Evelyn Cooper,1,1,0,
AGNR630,Teaching-Learning in Adult and Continuing Education,Formerly: AGRI630.,202208,Agriculture and Natural Resources,,1,Melissa Welsh,24,17,7,
AGST130,Did Yeast Create Civilization?,"Recommended: CHEM103, CHEM131, CHEM135, or CHEM146.
Cross-listed with: PLSC130.
Credit only granted for: AGST130 or PLSC130.",202208,Agricultural Science and Technology,,1,Angus Murphy; Wendy Peer,60,5,55,
AGST307,Mentorship in Agronomy and Career Exploration,"Prerequisite: PLSC101 or (PLSC112 and PLSC113), PLSC407, ENST200, MATH113 or higher, and ENGL101.
Recommended: ANSC101 and ANSC103.
Restriction: Must be in the Agricultural Science and Technology-Agronomy major (0101A); and must have completed all prerequisite courses with a minimum grade of C-; and must have earned a minimum of 15 credits in the Agricultural Science and Technology Agronomy major; and sophomore or higher standing; and permission of AGNR-Department of Plant Sciences and Landscape Architecture.",202208,Agricultural Science and Technology,,1,Bill Phillips,8,5,3,
AGST333,Crafty Beverage Crops,"Recommended: PLSC110 or PLSC112; or 1 course in BSCI, BCHM, BIOL.",202208,Agricultural Science and Technology,,1,Diana Cochran,60,51,9,
AGST440,"Exploring Maryland Agriculture, Agricultural Industry, and Agricultural Literacy","Explore the mission and history of the Land Grant System as well as current work conducted through the University of Maryland to extend research to citizens. Often referred to as America in miniature, Maryland boasts diverse people, agricultural practices, cultures, and ecosystems which students will examine to perceive the decision making processes within and across ecological systems as well as the development of advisory boards.",202208,Agricultural Science and Technology,,1,Melissa Welsh,24,20,4,
AGST640,Analysis of Maryland Agriculture,"An advanced research focused course on examining the mission and history of the Land Grant System as well as appraising the current work conducted through the University of Maryland Extension to extend research to citizens. Often referred to as America in miniature, Maryland boasts diverse people, agricultural practices, cultures, and ecosystems which students will examine to perceive the decision making processes within and across ecological systems. An enriching field practicum with an agricultural agency is required.",202208,Agricultural Science and Technology,,1,Melissa Welsh,30,25,5,
AMSC460,Computational Methods,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH341, MATH461); and 1 course with a minimum grade of C- from (MATH241, MATH340); and 1 course with a minimum grade of C- from (CMSC106, CMSC131); and minimum grade of C- in MATH246.
Cross-listed with: CMSC460.
Credit only granted for: AMSC460, AMSC466, CMSC460, or CMSC466.",202208,Applied Mathematics & Scientific Computation,,4,Christopher Moakler; Stefan Doboszczak; Tobias von Petersdorff; Todd Rowland,116,10,106,
AMSC466,Introduction to Numerical Analysis I,"Prerequisite: 1 course with a minimum grade of C- from (MATH240, MATH341, MATH461); and 1 course with a minimum grade of C- from (MATH241, MATH340); and 1 course with a minimum grade of C- from (CMSC106, CMSC131); and minimum grade of C- in MATH410.
Cross-listed with: CMSC466.
Credit only granted for: AMSC460, CMSC460, AMSC466, or CMSC466.",202208,Applied Mathematics & Scientific Computation,,1,Maria Cameron,25,15,10,
AMSC498A,Selected Topics in Applied Mathematics,,202208,Applied Mathematics & Scientific Computation,,0,,0,0,0,
AMSC660,Scientific Computing I,"Prerequisite: Must have suitable programming experience, such as in Matlab, Python, C or Fortran.
Cross-listed with: CMSC660.
Credit only granted for: AMSC660 or CMSC660.",202208,Applied Mathematics & Scientific Computation,,1,Howard Elman,25,0,25,
AMSC663,Advanced Scientific Computing I,"Prerequisite: AMSC660 or CMSC660; and (AMSC661 or CMSC661).
Restriction: Permission of instructor.
Cross-listed with: CMSC663.
Credit only granted for: AMSC663 or CMSC663.",202208,Applied Mathematics & Scientific Computation,,1,Abhinav Bhatele; Tobias von Petersdorff,20,16,4,
AMSC666,Numerical Analysis I,"Prerequisite: CMSC466 or AMSC466; and MATH410.
Cross-listed with: CMSC666.
Credit only granted for: AMSC666 or CMSC666.",202208,Applied Mathematics & Scientific Computation,,1,Eitan Tadmor,25,23,2,
AMSC673,Partial Differential Equations I,"Prerequisite: MATH411; or students who have taken courses with comparable content may contact the department.
Cross-listed with: MATH673.
Credit only granted for: AMSC673 or MATH673.",202208,Applied Mathematics & Scientific Computation,,1,Jacob Bedrossian,20,5,15,
AMSC689,Research Interactions in Applied Mathematics and Scientific Computation,,202208,Applied Mathematics & Scientific Computation,,0,,0,0,0,
AMSC714,Numerical Methods For Stationary PDEs,"Prerequisite: One graduate level course in partial differential equations or one graduate level course in numerical analysis or scientific computing; or permission of instructor.
Credit only granted for: AMSC 714 or AMSC 614.
Formerly: AMSC614.
Additional information: This course is a complement to the graduate courses MATH 673 and MATH 674 in PDEs, AMSC 666 in numerical analysis, and AMSC 660 and AMSC 661 in scientific computing.",202208,Applied Mathematics & Scientific Computation,,1,Ricardo Nochetto,20,16,4,
AMSC721,Mathematical Population Biology,"Cross-listed with: BIOL721.
Credit only granted for: AMSC721 or BIOL721.
Additional information: Open to advanced undergraduates by permission of instructor.",202208,Applied Mathematics & Scientific Computation,,1,Abba Gumel,20,11,9,
AMSC760,Applied Statistics Practicum,"Prerequisite: Must have completed one year of graduate study in Applied Statistics.
Restriction: Must have project proposal approved by SAC coordinator.",202208,Applied Mathematics & Scientific Computation,,1,Howard Elman,10,9,1,
AMSC762,Data Analysis Project,Restriction: Permission of CMNS-Applied Mathematics department; and permission of instructor.,202208,Applied Mathematics & Scientific Computation,,1,Howard Elman,15,14,1,
AMSC799,Master's Thesis Research,,202208,Applied Mathematics & Scientific Computation,,0,,0,0,0,
AMSC808A,Advanced Topics in Applied Mathematics,,202208,Applied Mathematics & Scientific Computation,,0,,0,0,0,
AMSC808N,Advanced Topics in Applied Mathematics; Numerical Methods for Data Science and Machine Learning,,202208,Applied Mathematics & Scientific Computation,,1,Maria Cameron,40,25,15,
AMSC898,Pre-Candidacy Research,,202208,Applied Mathematics & Scientific Computation,,0,,0,0,0,
AMSC899,Doctoral Dissertation Research,,202208,Applied Mathematics & Scientific Computation,,0,,0,0,0,
AMST101,Introduction American Studies,"Credit only granted for: AMST101 or AMST201.
Formerly: AMST201.",202208,American Studies,,5,Christina Hanhardt; Devon Betts,78,0,78,
AMST189C,Martin Luther King Jr.,"Cross-listed with: HIST108C, AASP298M.
Credit only granted for: HIST108C, AASP298M, or AMST189C.",202208,American Studies,,1,Quincy Mills,15,4,11,
AMST202,Cultures of Everyday Life in America,"Examine the structures and patterns of everyday life in the U.S., utilizing methods such as ethnography, oral history, survey research, and textual, visual, and material cultural analysis.",202208,American Studies,,1,Dallas Donnell,25,0,25,
AMST203,Popular Culture in America,"An introduction to American popular culture, its historical development, and its role as a reflection of and influence on our culture and society.",202208,American Studies,,3,Caroline He; Kylee Manganiello,61,1,60,
AMST204,Film and American Culture Studies,"Exploration of the American film from a historical perspective, illustrating the motion picture's role as an institutional phenomenon, as a form of communication, and as a source of cross-cultural study.",202208,American Studies,,1,Susan Pramschufer,35,1,34,
AMST205,Material Aspects of American Life,"Historical survey of American material culture. Ways of describing and interpreting accumulated material evidence (e.g., buildings, town plans) introduced by stressing relationship between artifact and culture.",202208,American Studies,,2,Mateo Arango,36,3,33,
AMST262,"Houses, Schools, and Prisons in American Life","This interdisciplinary course explores the role of property, discipline, and punishment in American life. By exploring the ideological underpinnings in property, discipline, and punishment and their manifestations in houses, schools, and prisons we will explore how these entities reflect American society and its values.",202208,American Studies,,4,Perla Guerrero,60,2,58,
AMST310,Introduction to Comparative Ethnic and Racial Studies,"Cross-listed with: AAST310.
Credit only granted for: AMST310, AAST398F, AAST310, or AMST328L.
Formerly: AMST328L and AAST398F.",202208,American Studies,,1,Bayley Marquez,25,1,24,
AMST315,Religion in American Culture,"Recommended: AMST101.
Credit only granted for: AMST315 or AMST328R.
Formerly: AMST328R.",202208,American Studies,,1,Asim Ali,20,3,17,
AMST320,(Dis)ability in American Film,"Credit only granted for: AMST320 or AMST328X.
Formerly: AMST328X.",202208,American Studies,,1,Susan Pramschufer,20,2,18,
AMST324,Growing Up Asian American: The Asian Immigrant Family and the Second Generation,"Cross-listed with: AAST394, IMMR394.
Credit only granted for: AAST394, AAST398E, AMST324, AMST328V, IMMR319G or IMMR394.
Formerly: AAST398E.",202208,American Studies,,1,Yeram Cheong,30,0,30,
AMST328F,Perspectives on Identity and Culture; African American Public History,"Cross-listed with AASP398V and HIST329J. Credit only granted for HIST329J, AASP398V, or AMST328F.

This course analyzes the field of public history through the lens of African American history, considering the myriad ways beyond the classroom that African American history is circulated and consumed by the general public. By examining museums, historic sites, monuments, films and documentaries, and the digital landscape, students will examine and critique how historical narratives focusing on the experiences of peoples of African descent in the United States have been constructed in public spaces.",202208,American Studies,,1,Dennis Doster,25,20,5,
AMST328K,"Perspectives on Identity and Culture; Gender, Labor and Racial Identities in Diaspora Communities",Cross-listed with AASP398G. Credit only granted for AASP398G or AMST328K.,202208,American Studies,,1,Sharon Harley,15,3,12,
AMST328M,Perspectives on Identity and Culture; Black Baltimore in the Post Racial U.S: African American Urban Culture in the Age of Obama,Cross-listed with AASP398Q. Credit only granted for AASP398Q or AMST328M.,202208,American Studies,,1,Robert Choflet,30,19,11,
AMST328N,Perspectives on Identity and Culture; Introduction to Native American Studies,,202208,American Studies,,1,Bayley Marquez,25,15,10,
AMST328R,Perspectives on Identity and Culture; Religion in American Culture,,202208,American Studies,,1,Asim Ali,20,20,0,
AMST328W,Asian Americans in Film,"Cross-listed with: AAST355.
Credit only granted for: AAST355, AAST398L or AMST328W.
Formerly: 398L.",202208,American Studies,,1,Jennifer Cho,30,0,30,
AMST328X,Perspectives on Identity and Culture; (Dis)ability in American Film,,202208,American Studies,,1,Susan Pramschufer,20,20,0,
AMST340,"Introduction to History, Theories and Methods in American Studies","Prerequisite: Must have completed AMST201; and 2 courses in AMST.
Restriction: Must be in American Studies program; and sophomore standing or higher.",202208,American Studies,,1,Asim Ali,20,17,3,
AMST386,Experiential Learning,Restriction: Permission of ARHU-American Studies department; and junior standing or higher.,202208,American Studies,,1,Mary Sies,10,10,0,
AMST388,Honors Thesis,,202208,American Studies,,0,,0,0,0,
AMST398,Independent Studies,,202208,American Studies,,0,,0,0,0,
AMST418H,Cultural Themes in America; Cultural Themes in America-Honors,Prerequisite: At least three credit hours of prior coursework in AMST.,202208,American Studies,,0,,0,0,0,
AMST498B,Special Topics in American Studies; Revolutions and Diasporas,"Cross-listed with USLT498R. Credit granted for USLT498R or AMST498B.

This course investigates how revolutions in Latin America influenced the history of US immigration, refugee, and asylum policies and how they changed US history, culture, experience, geography, politics and the future.",202208,American Studies,,1,Nancy Mirabal,25,20,5,
AMST498C,"Special Topics in American Studies; Central Americans and the United States: Culture, Politics, and Community","Cross-listed with USLT498D. Credit only granted for AMST498C or USLT498D.

With attention to history, memory, politics, and culture, explores the relationships, conflicts, and exchanges of people and power between the United States and the Central American isthmus. Through literature, feature films, documentary films, theatre, poetry, and other mediums, the course investigates the role of the US government and military, as well as US corporate interests and US-backed dictatorships, in the culture, politics, and economy of nations including El Salvador, Nicaragua, Guatemala, and Honduras.",202208,American Studies,,1,Robert Chester,20,7,13,
AMST498L,Special Topics in American Studies; Native Americans and US Cinema,"Examines representations of Native American cultures and their relationships to the United States in feature films produced across the broad span of Hollywood history. Beginning with the silent era and concluding with twenty-first century independent cinema made by Native Americans, we'll consider images of American Indians and US history as they were shaped by shifting historical contexts and ideological agendas.",202208,American Studies,,1,Robert Chester,20,13,7,
AMST498V,Special Topics in American Studies; Sex and the City,,202208,American Studies,,1,Christina Hanhardt,20,0,20,
AMST601,Introductory Theories and History in American Studies,Restriction: Must not be a Graduate Advanced Special Student.,202208,American Studies,,1,La Marr Bruce,10,4,6,
AMST628C,Seminar in American Studies; Approaches to Race and Media,"Restriction: Permission of instructor. Cross-listed with WMST698E. Credit only granted for AMST628C or WMST698E.

This class looks at foundational and new interdisciplinary scholarship on race and media. The course will explore topics such as media production, distribution, markets, representation, and audiences.",202208,American Studies,,1,Eva Hageman,15,4,11,
AMST629I,Seminar in American Studies; Material Culture and Internet Studies,,202208,American Studies,,1,Jason Farman,15,4,11,
AMST655,Introduction to Museum Scholarship,"Cross-listed with: ANTH655, HIST610, INST653.
Credit only granted for: AMST655, ANTH655, HIST610, INST728T or INST653.",202208,American Studies,,1,Diana Marsh,20,1,19,
AMST659A,Special Topics: Collaborative Curation; The 1856 Project,"Cross-listed with ANTH659A, HIST688A, and INST788A. Credit only granted for AMST659, ANTH659A, HIST688A, or INST788A.

Prerequisite: AMST655/ANTH655/HIST610. Recommended: AMST856/ANTH856/HIST810, AMST857/ANTH857/HIST811.

Restriction: By permission only. Students enrolled in the MSMC (Museum Scholarship and Material Culture) certificate program will be given priority for enrollment.

This seminar not only considers the history of curation and curators within the institutional setting of museums, it offers participants the opportunity, and challenge, to engage in curatorial practice by planning an exhibition that focuses on a critical aspect of life at and around the University of Maryland over the years. The initial run of this course will focus on the 1856 project at the University of Maryland, which focuses on three main areas of Black Life at and around the University of Maryland - Slavery and the Building of the Campus; Civil Rights, Black Student Activism, and the University; and the Relationship of the University to its Black Neighbors.",202208,American Studies,,1,Henry Gregory,15,3,12,
AMST698,Directed Readings in American Studies,,202208,American Studies,,0,,0,0,0,
AMST798,Non-Thesis Research,,202208,American Studies,,0,,0,0,0,
AMST798B,Non-Thesis Research; U.S. LatinX Diasporas,"Cross-listed with SPAN798B. Credit only granted for SPAN798B or AMST798B.

This seminar focuses on LatinX Diasporas in the United States in the 20th Century. We will study representative Latinx and critical literature in relation to decolonization/decoloniality, hispanicity, borders, violence, post/memory, among other topics. In recent decades, immigration from Latin America, the Caribbean, and Spain, and Latinx migrations across the United States have vastly diversified, translocalized, and complicated Latinx discourses, making the X the sign of the times. This course seeks to examine the field through interdisciplinary and intersectional critical lenses. Readings mostly in English; discussions and writing in Spanish or English.",202208,American Studies,,1,Ana Rodriguez,10,0,10,
AMST799,Master's Thesis Research,,202208,American Studies,,0,,0,0,0,
AMST857,Museum Scholarship Practicum,"Prerequisite: AMST856, ANTH856, or HIST810.
Restriction: Permission of Museum Scholarship Program required.
Cross-listed with: ANTH857, HIST811, INST787.
Credit only granted for: AMST857, ANTH857, HIST811, INST728I or INST787.",202208,American Studies,,5,Paul Shackel; Diana Marsh; Paul Jaeger; Mary Sies,20,16,4,
AMST878A,American Studies Pedagogy Mentoring; Mentoring for First Year Teaching in American Studies,Prerequisite: permission of department and must be a current AMST teaching assistant.,202208,American Studies,,1,La Marr Bruce,5,5,0,
AMST878B,American Studies Pedagogy Mentoring; Mentoring for Second Year Teaching in American Studies,Prerequisite: permission of department and must be a current AMST teaching assistant.,202208,American Studies,,1,La Marr Bruce,6,0,6,
AMST878C,American Studies Pedagogy Mentoring; Mentoring for Third Year Teaching in American Studies,Prerequisite: permission of department and must be a current AMST teaching assistant.,202208,American Studies,,1,La Marr Bruce,5,1,4,
AMST898,Pre-Candidacy Research,,202208,American Studies,,0,,0,0,0,
AMST899,Doctoral Dissertation Research,,202208,American Studies,,0,,0,0,0,
ANSC101,Principles of Animal Science,"A comprehensive overview of the application of biology in the care and use of animals that live in close association with humans including food animals, companion animals, lab animals, zoo animals, etc. The role of science in modern food production using animals will be emphasized.",202208,Animal Science,,1,Sarah Balcom,156,57,99,
ANSC103,Principles of Animal Science Laboratory,"Prerequisite: Must have completed or be concurrently enrolled in ANSC101.
Restriction: Must be in one of the following programs (Environmental Sci & Pol-Environment & Agriculture; Agricultural and Veterinary Medicine; Agricultural Science and Technology) ; or must be in a major within the AGNR-Animal & Avian Sciences department; or permission of department required for students in other College of AGNR programs.",202208,Animal Science,,5,Chirantana Mathkari; Megan McLean,105,17,88,
ANSC105,Horse Care Practicum,"Restriction: Permission of the instructor.
Credit only granted for: ANSC108 or ANSC105.
Formerly: ANSC108.",202208,Animal Science,,1,Amy Burk,30,18,12,
ANSC115,Careers in the Animal Sciences,Prerequisite: ANSC101 and ANSC103.,202208,Animal Science,,1,Victoria Pearlman,35,28,7,
ANSC204,Anatomy of Domestic Animals,"Prerequisite: ANSC101, ANSC103, BSCI170 and BSCI171.
Corequisite: ANSC205.
Restriction: Must be in one of the following programs (Environmental Sci&Pol-Wildlife Resources & Cons; Animal Sciences: Animal Care & Management; Animal Sciences: Equine Studies; Animal Sciences: Laboratory Animal Care; Animal Sciences: Sciences/Preprofessional; Animal Sciences: Animal Biotechnology; Agricultural and Veterinary Medicine).
Credit only granted for: ANSC211 or ANSC204 AND ANSC205.
Formerly: ANSC211.",202208,Animal Science,,1,Angela Black,90,26,64,
