id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count,term_cleaned
AMST628C,Seminar in American Studies; Race and Media Theory and Practice,"Restriction: Permission of instructor. Cross-listed with WMST698E. Credit only granted for AMST628C or WMST698E.

This class looks at foundational and new interdisciplinary scholarship on race and media. The course will explore topics such as media production, distribution, markets, representation, and audiences.",202408,American Studies,Grad,1,Eva Hageman,15,2,13,0,2024-08-01
AMST899,Doctoral Dissertation Research,NA,202408,American Studies,Grad,0,NA,0,0,0,0,2024-08-01
AMST698,Directed Readings in American Studies,NA,202408,American Studies,Grad,0,NA,0,0,0,0,2024-08-01
AMST298C,Introduction to Asian American Studies,"Cross-listed with: AAST200.
Credit only granted for: AAST200 or AMST298C.",202408,American Studies,Undergrad,2,Jennifer Cho; Julie Park,80,2,78,0,2024-08-01
AMST315,Religion in American Culture,"Recommended: AMST101.
Credit only granted for: AMST315 or AMST328R.
Formerly: AMST328R.",202408,American Studies,Undergrad,1,Asim Ali,20,1,19,0,2024-08-01
AMST498J,Asian American Politics,"Cross-listed with: AAST443, GVPT368C.
Credit only granted for: AAST498T, AAST443, GVPT368C or AMST 498J.
Formerly: AAST498T.",202408,American Studies,Undergrad,1,Janelle Wong,30,1,29,0,2024-08-01
AMST857,Museum Scholarship Practicum,"Prerequisite: AMST856, ANTH856, or HIST810.
Restriction: Permission of Museum Scholarship Program required.
Cross-listed with: ANTH857, HIST811, INST787.
Credit only granted for: AMST857, ANTH857, HIST811, INST728I or INST787.",202408,American Studies,Grad,1,Paul Jaeger,12,11,1,0,2024-08-01
AMST328M,Perspectives on Identity and Culture; Black Baltimore in the Post Racial U.S: African American Urban Culture in the Age of Obama,"Cross-listed with AASP398Q. Credit only granted for AASP398Q or AMST328M.

Using the city of Baltimore as our case study and taking an interdisciplinary approach that draws from the scholarly fields of African American studies, sociology, geography, anthropology, history, and urban planning this course explores how both Blackness and anti-Blackness shape the city, its histories, its racial and cultural geography, its social movements, its political economy, and the competing visions for its future. This is an interactive course that will work to develop students capacity to understand and discuss major and minor moments in the history of Black Baltimore; understand and discuss the relationship between material conditions, racism, and urban policy; develop interdisciplinary frameworks through which to interpret and analyze the contemporary and historical conditions shaping the lived experiences of Black Baltimoreans; and analyze scholarship produced within the African American Studies tradition.",202408,American Studies,Undergrad,1,Robert Choflet,30,18,12,0,2024-08-01
AMST601,Introductory Theories and History in American Studies,Restriction: Must not be a Graduate Advanced Special Student.,202408,American Studies,Grad,1,Bayley Marquez,10,5,5,0,2024-08-01
AMST629D,"Seminar in American Studies; Race, Class, and Material Culture","This proseminar introduces students to material culture studies and to consider how objects have been used to reinforce, propagate, and resist cultural hierarchies based on race, class, gender, sexuality, and national identity. Using a wide range of methodologies, fieldwork techniques, and theoretical approaches we will largely examine the material culture genres and subfields of cultural landscapes, food, decorative arts, public history, and photography.",202408,American Studies,Grad,1,Psyche Williams-Forson,20,11,9,0,2024-08-01
AMST898,Pre-Candidacy Research,NA,202408,American Studies,Grad,0,NA,0,0,0,0,2024-08-01
ENCE672,Regional Transportation Planning,"Factors involved and the components of the process for planning statewide and regional transportation systems, encompassing all modes. Transportation planning studies, statewide traffic models, investment models, programming and scheduling.",202408,"Engineering, Civil",Grad,1,Paul Schonfeld,29,22,7,0,2024-08-01
ENCE664,Legal Aspects of Engineering Design and Construction,"Examines ways in which the legal system affects the design and construction process. Focuses on contract types and the relationships between the parties in different delivery systems. Covers basics of procurement protocols along with negotiating techniques and strategies. Topics include contract law, the relationships between the parties, tort and negligence law, and the statutory principles affecting construction.",202408,"Engineering, Civil",Grad,2,Mark Groff; Thomas Powell; Thomas Barham,40,25,15,0,2024-08-01
ENCE633,Assessment of Natural Hazards for Engineering Applications,"Prerequisite: ENCE302.
Jointly offered with: ENCE433.
Credit only granted for: ENCE633 or ENCE433.",202408,"Engineering, Civil",Grad,1,Michelle Bensi,15,10,5,1,2024-08-01
ENCE799,Master's Thesis Research,Majors only. Other majors require permission of department.,202408,"Engineering, Civil",Grad,0,NA,0,0,0,0,2024-08-01
ENCE424,Communication for Project Managers,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management minor; or must be in the Project Management minor.
Jointly offered with: ENCE614.
Credit only granted for: ENCE424 or ENCE614.",202408,"Engineering, Civil",Undergrad,1,Shana Webster-Trotman,25,0,25,2,2024-08-01
ENCE465,Civil and Environmental Engineering Design I,"Prerequisite: ENCE201 and ENCE215.
Restriction: Permission of the ENGR-Civil & Environmental Engineering Department.",202408,"Engineering, Civil",Undergrad,1,Deb Niemeier,120,50,70,0,2024-08-01
ENCE432,Ground Water Hydrology,Prerequisite: ENCE305; and permission of ENGR-Civil & Environmental Engineering department.,202408,"Engineering, Civil",Undergrad,1,Kaye Brubaker,42,18,24,0,2024-08-01
ENCE613,Structural Dynamics,Formerly: ENCE653.,202408,"Engineering, Civil",Grad,1,Yunfeng Zhang,25,19,6,1,2024-08-01
ENCE310,Introduction to Environmental Engineering,Prerequisite: PHYS260 and ENCE215; and permission of ENGR-Civil & Environmental Engineering department.,202408,"Engineering, Civil",Undergrad,1,Guangbin Li,30,10,20,2,2024-08-01
ENCE652,Microbiological Principles of Environmental Engineering,"Credit only granted for: ENCE637 or ENCE652.
Formerly: ENCE637.",202408,"Engineering, Civil",Grad,1,Guangbin Li,20,15,5,2,2024-08-01
ENCE215,Engineering for Sustainability,Prerequisite: CHEM135; or students who have taken courses with comparable content may contact the department; and permission of ENGR-Civil & Environmental Engineering Department.,202408,"Engineering, Civil",Undergrad,2,Natasha Almeida e Andrade,72,15,57,4,2024-08-01
ENCE444,Experimental Methods in Geotechnical Structural Engineering,Prerequisite: ENCE353 and ENCE340; and permission of ENGR-Civil & Environmental Engineering department.,202408,"Engineering, Civil",Undergrad,2,Ahmet Aydilek; Yunfeng Zhang,24,1,23,0,2024-08-01
ENCE688T,Advanced Topics in Civil Engineering; Disaster Resilience Seminar,"This seminar with address varied topics in identifying, analyzing, assessing, and managing engineered systems resilient to natural, anthropogenic, and other hazards. This seminar series comprises guest lectures and internal faculty and student presentations on topics related to disaster resilience. Examples are drawn from foundational concepts; hazard science; planning, engineering, and design; risk and resilience assessment; and implementation.",202408,"Engineering, Civil",Grad,1,Michelle Bensi,25,21,4,0,2024-08-01
ENCE433,Assessment of Natural Hazards for Engineering Applications,"Prerequisite: ENCE302.
Jointly offered with ENCE633.
Credit only granted for: ENCE433 or ENCE633.",202408,"Engineering, Civil",Undergrad,1,Michelle Bensi,15,15,0,1,2024-08-01
ENCE370,Introduction to Transportation Engineering and Planning,"Prerequisite: ENCE201, PHYS260, and PHYS261; and permission of ENGR-Civil & Environmental Engineering department.",202408,"Engineering, Civil",Undergrad,1,Cinzia Cirillo,60,12,48,1,2024-08-01
ENCE489L,Special Problems in Civil Engineering; Risk Analysis in Engineering and Economics,"Cross-listed with ENCE620, ENRE648M, and ENSE698R. Credit only granted for ENCE489L, ENCE620, ENRE648M, or ENSE698R.",202408,"Engineering, Civil",Undergrad,1,Bilal Ayyub,20,4,16,1,2024-08-01
ENCE300,Fundamentals of Engineering Materials,Prerequisite: ENES220; and permission of ENGR-Civil & Environmental Engineering department.,202408,"Engineering, Civil",Undergrad,3,Dimitrios Goulias,54,2,52,0,2024-08-01
ENCE662,Introduction to Project Management,"Introduction to project management including: overview and concepts of project management (principles, body of knowledge, strategies); planning successful projects (defining, specifying, delivery options, scheduling, budgeting); implementing (organizing the team, work assignments, team building, effective leadership); executing (performance measurement, maintaining the schedule, adjustments/mid-course corrections, record keeping, status reporting, communications, managing conflict, time management); and closeout(performance measurement, maintaining the schedule, adjustments/mid-course corrections, record keeping, status reporting, communications, managing conflict, time management).",202408,"Engineering, Civil",Grad,2,John Johnson,60,41,19,3,2024-08-01
ENCE320,Introduction to Project Management,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A James Clark School of Engineering.
Credit only granted for: BMGT485, ENCE320, ENCE325, INST408O or INST453.",202408,"Engineering, Civil",Undergrad,1,John Johnson,75,17,58,2,2024-08-01
ENCE422,Project Cost Accounting and Economics,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management Minor; or must be in the Project Management Minor.",202408,"Engineering, Civil",Undergrad,1,Qingbin Cui,60,18,42,1,2024-08-01
ENCE423,"Project Planning, Estimating & Scheduling",Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management Minor; or must be in the Project Management Minor. And permission of ENGR-Civil & Environmental Engineering department.,202408,"Engineering, Civil",Undergrad,1,Kenneth O'Connell,40,0,40,0,2024-08-01
ENCE360,Analysis of Civil Engineering Systems,Prerequisite: ENCE201 and MATH140; and permission of ENGR-Civil & Environmental Engineering department.,202408,"Engineering, Civil",Undergrad,2,Ali Haghani,72,14,58,0,2024-08-01
ENCE622,Construction Automation & Robotics,"Covers advanced technologies leading to redesign and partial or full automation of selected construction processes utilizing industrial robotics. Lectures and presentations will cover topics such as basic robotic technology (robot kinematics and dynamics, industrial manipulators, mobility bases, end effectors, sensors, control systems, and robot task programming), design of automated construction processes, selection of means and methods for automated construction processes, robot ergonomics and safety, calculation of costs and benefits of construction robots in selected applications, engineering and economic feasibility of automation and robotics in the construction industry.",202408,"Engineering, Civil",Grad,1,Miroslaw Skibniewski,25,19,6,0,2024-08-01
ENCE205,Biology for Civil and Environmental Engineers,"Prerequisite: MATH140 or equivalent.
Restriction: Must be in the Civil Engineering program; or permission of the Civil and Environmental Engineering Department.
Credit only granted for: BIOE120 or ENCE205.",202408,"Engineering, Civil",Undergrad,2,Birthe Kjellerup Shirtliff,20,10,10,0,2024-08-01
ENCE340,Fundamentals of Geotechnical Engineering,Prerequisite: ENES220; and permission of ENGR-Civil & Environmental Engineering department.,202408,"Engineering, Civil",Undergrad,1,Ahmet Aydilek,57,25,32,1,2024-08-01
ENCE602,Project Procurement Management,"Fundamental concepts and techniques for project acquisition and procurement are presented. Students are introduced to the PMBOK Guide six-step procurement process and expected to develop an in-depth understanding of project evaluation, planning, financing, contracting, negotiation, and procurement execution. It will also cover emerging methods, principles, and practices in infrastructure project procurement, including Public-Private Partnerships, Carbon project procurement, and Clean Development Mechanism.",202408,"Engineering, Civil",Grad,1,Qingbin Cui,17,9,8,1,2024-08-01
ENCE614,Communications for Project Managers,"Restriction: Must be enrolled in the A. James Clark School of Engineering or the School of Architecture.
Jointly offered with: ENCE424.
Credit only granted for: ENCE424 or ENCE614.",202408,"Engineering, Civil",Grad,1,Shana Webster-Trotman,5,0,5,0,2024-08-01
ENCE454,Design of Concrete Structures,"Prerequisite: ENCE353; and permission of ENGR-Civil & Environmental Engineering department.
Formerly: ENCE451.",202408,"Engineering, Civil",Undergrad,2,Peter Chang,55,27,28,0,2024-08-01
ENCE100,Introduction to Civil and Environmental Engineering,"An overview of the department of Civil and Environment Engineering. Students are introduced to the undergraduate curriculum and will be exposed to other undergraduate and graduate students at various points in their program. The course blends panel presentations by seniors and graduate students, faculty and practitioners with a project and book review to be performed by the students.",202408,"Engineering, Civil",Undergrad,1,Natasha Almeida e Andrade,110,20,90,1,2024-08-01
ENCE302,Probability and Statistics for Civil and Environmental Engineers,Prerequisite: MATH246 and ENCE201; and permission of ENGR-Civil & Environmental Engineering department.,202408,"Engineering, Civil",Undergrad,2,Allison Reilly,80,46,34,2,2024-08-01
ENCE640,Advanced Soil Mechanics,Prerequisite: ENCE340; or students who have taken courses with comparable content may contact the department.,202408,"Engineering, Civil",Grad,1,Jongwan Eun,25,15,10,0,2024-08-01
ENCE441,Foundation Design,Prerequisite: ENCE340; and permission of ENGR-Civil & Environmental Engineering department.,202408,"Engineering, Civil",Undergrad,1,Mohamed Aggour,70,28,42,0,2024-08-01
ENCE898,Pre-Candidacy Research,NA,202408,"Engineering, Civil",Grad,0,NA,0,0,0,0,2024-08-01
ENCE620,Risk Analysis in Engineering and Economics,"Prerequisite: ENCE302.
Credit only granted for: ENCE489L, ENCE620, ENRE648M, or ENSE698R.",202408,"Engineering, Civil",Grad,1,Bilal Ayyub,20,4,16,2,2024-08-01
ENCE899,Doctoral Dissertation Research,Majors only. Other majors require permission of department.,202408,"Engineering, Civil",Grad,0,NA,0,0,0,0,2024-08-01
ENCE688I,Advanced Topics in Civil Engineering; Discrete Choice Analysis,NA,202408,"Engineering, Civil",Grad,1,Cinzia Cirillo,20,10,10,0,2024-08-01
ENCE426,Construction Documentation and BIM Applications in Engineering and Construction,"Prerequisite: Permission of ENGR-Civil & Environmental Engineering department.
Restriction: Must be in a major in ENGR-A. James Clark School of Engineering; or must be in the Construction Project Management Minor; or must be in the Project Management Minor.",202408,"Engineering, Civil",Undergrad,2,Kiley Wilfong Cullen,80,25,55,1,2024-08-01
ENCE666,Cost Engineering and Control,"Analytical techniques to estimate and control project costs, including site investigation, quantity takeoff, work analysis, and bid preparation. Systematic cost control as related to job production and historical data. Includes the fundamentals of different types of cost estimating, the appropriate use of each, and examination of popular software. This course is designed to help students develop the ability to utilize techniques of cost estimating, cost and schedule control and project management as they apply to engineering and construction work. Students will understand why it is crucial to understand the various types of cost estimating and the appropriate use of each, activity-based costing, conceptual estimating and budgeting, unit cost estimating, parametric estimating, detailed estimating, learning curves and progress functions.",202408,"Engineering, Civil",Grad,1,Neil Schulman,30,14,16,1,2024-08-01
ENCE689,Seminar,Majors only. Other majors require permission of department.,202408,"Engineering, Civil",Grad,0,NA,0,0,0,4,2024-08-01
